Time (hrs),Zone Temp (C),Outside Temp (C),HVAC Power (W),Fabric Loss (W),Air Exchange Loss (W),Solar Gains (W),Internal Gains (W),Window State (0-1)
0.7333,19.7828,0.0000,21723.7046,1732.8550,438.8272,0.0000,0.0000,0.0000
0.7500,19.7830,0.0000,21702.4500,1730.7284,438.8319,0.0000,0.0000,0.0000
0.7667,19.7832,0.0000,21681.3222,1728.6150,438.8366,0.0000,0.0000,0.0000
0.7833,19.7834,0.0000,21660.3354,1726.5163,438.8412,0.0000,0.0000,0.0000
0.8000,19.7836,0.0000,21641.8039,1724.5572,438.8454,0.0000,0.0000,0.0000
0.8167,19.7838,0.0000,21622.6807,1722.6179,438.8496,0.0000,0.0000,0.0000
0.8333,19.7840,0.0000,21603.5171,1720.6962,438.8538,0.0000,0.0000,0.0000
0.8500,19.7842,0.0000,21584.4666,1718.7918,438.8581,0.0000,0.0000,0.0000
0.8667,19.7843,0.0000,21565.5754,1716.9052,438.8623,0.0000,0.0000,0.0000
0.8833,19.7845,0.0000,21546.8607,1715.0370,438.8664,0.0000,0.0000,0.0000
0.9000,19.7847,0.0000,21528.3314,1713.1877,438.8705,0.0000,0.0000,0.0000
0.9167,19.7849,0.0000,21509.9942,1711.3579,438.8746,0.0000,0.0000,0.0000
0.9333,19.7851,0.0000,21491.8544,1709.5482,438.8786,0.0000,0.0000,0.0000
0.9500,19.7853,0.0000,21473.9169,1707.7589,438.8826,0.0000,0.0000,0.0000
0.9667,19.7854,0.0000,21456.1862,1705.9906,438.8865,0.0000,0.0000,0.0000
0.9833,19.7856,0.0000,21438.6660,1704.2435,438.8904,0.0000,0.0000,0.0000
1.0000,19.7858,0.0000,21421.3598,1702.5179,438.8942,0.0000,0.0000,0.0000
1.0167,19.7860,0.0000,21404.2706,1700.8143,438.8980,0.0000,0.0000,0.0000
1.0333,19.7861,0.0000,21387.4010,1699.1328,438.9018,0.0000,0.0000,0.0000
1.0500,19.7863,0.0000,21370.7533,1697.4736,438.9055,0.0000,0.0000,0.0000
1.0667,19.7865,0.0000,21354.3294,1695.8369,438.9091,0.0000,0.0000,0.0000
1.0833,19.7866,0.0000,21338.1307,1694.2229,438.9127,0.0000,0.0000,0.0000
1.1000,19.7868,0.0000,21322.1584,1692.6316,438.9163,0.0000,0.0000,0.0000
1.1167,19.7869,0.0000,21306.4136,1691.0631,438.9197,0.0000,0.0000,0.0000
1.1333,19.7871,0.0000,21290.8968,1689.5175,438.9232,0.0000,0.0000,0.0000
1.1500,19.7872,0.0000,21275.6083,1687.9948,438.9266,0.0000,0.0000,0.0000
1.1667,19.7874,0.0000,21260.5483,1686.4951,438.9299,0.0000,0.0000,0.0000
1.1833,19.7875,0.0000,21245.7168,1685.0182,438.9332,0.0000,0.0000,0.0000
1.2000,19.7877,0.0000,21231.1132,1683.5641,438.9365,0.0000,0.0000,0.0000
1.2167,19.7878,0.0000,21216.7372,1682.1328,438.9396,0.0000,0.0000,0.0000
1.2333,19.7880,0.0000,21202.5880,1680.7243,438.9428,0.0000,0.0000,0.0000
1.2500,19.7881,0.0000,21188.6647,1679.3383,438.9459,0.0000,0.0000,0.0000
1.2667,19.7883,0.0000,21174.9662,1677.9748,438.9489,0.0000,0.0000,0.0000
1.2833,19.7884,0.0000,21161.4914,1676.6337,438.9519,0.0000,0.0000,0.0000
1.3000,19.7885,0.0000,21148.2388,1675.3148,438.9548,0.0000,0.0000,0.0000
1.3167,19.7886,0.0000,21135.2071,1674.0179,438.9577,0.0000,0.0000,0.0000
1.3333,19.7888,0.0000,21122.3945,1672.7430,438.9606,0.0000,0.0000,0.0000
1.3500,19.7889,0.0000,21109.7995,1671.4898,438.9634,0.0000,0.0000,0.0000
1.3667,19.7890,0.0000,21097.4201,1670.2581,438.9661,0.0000,0.0000,0.0000
1.3833,19.7891,0.0000,21085.2545,1669.0478,438.9688,0.0000,0.0000,0.0000
1.4000,19.7893,0.0000,21073.3006,1667.8586,438.9715,0.0000,0.0000,0.0000
1.4167,19.7894,0.0000,21061.5564,1666.6904,438.9741,0.0000,0.0000,0.0000
1.4333,19.7895,0.0000,21050.0198,1665.5428,438.9766,0.0000,0.0000,0.0000
1.4500,19.7896,0.0000,21038.6885,1664.4158,438.9791,0.0000,0.0000,0.0000
1.4667,19.7897,0.0000,21027.5602,1663.3090,438.9816,0.0000,0.0000,0.0000
1.4833,19.7898,0.0000,21016.6326,1662.2222,438.9840,0.0000,0.0000,0.0000
1.5000,19.7899,0.0000,21005.9033,1661.1552,438.9864,0.0000,0.0000,0.0000
1.5167,19.7900,0.0000,20995.3700,1660.1077,438.9887,0.0000,0.0000,0.0000
1.5333,19.7901,0.0000,20985.0302,1659.0795,438.9910,0.0000,0.0000,0.0000
1.5500,19.7903,0.0000,20974.8813,1658.0703,438.9933,0.0000,0.0000,0.0000
1.5667,19.7904,0.0000,20964.9209,1657.0800,438.9955,0.0000,0.0000,0.0000
1.5833,19.7904,0.0000,20958.1583,1656.3244,438.9970,0.0000,0.0000,0.0000
1.6000,19.7905,0.0000,20951.0472,1655.5825,438.9986,0.0000,0.0000,0.0000
1.6167,19.7906,0.0000,20943.8464,1654.8527,439.0002,0.0000,0.0000,0.0000
1.6333,19.7906,0.0000,20936.6676,1654.1342,439.0018,0.0000,0.0000,0.0000
1.6500,19.7907,0.0000,20929.5585,1653.4265,439.0033,0.0000,0.0000,0.0000
1.6667,19.7908,0.0000,20922.5389,1652.7295,439.0049,0.0000,0.0000,0.0000
1.6833,19.7908,0.0000,20915.6169,1652.0429,439.0064,0.0000,0.0000,0.0000
1.7000,19.7909,0.0000,20908.7949,1651.3666,439.0079,0.0000,0.0000,0.0000
1.7167,19.7910,0.0000,20902.0736,1650.7004,439.0094,0.0000,0.0000,0.0000
1.7333,19.7910,0.0000,20895.4522,1650.0442,439.0109,0.0000,0.0000,0.0000
1.7500,19.7911,0.0000,20888.9300,1649.3979,439.0124,0.0000,0.0000,0.0000
1.7667,19.7912,0.0000,20882.5059,1648.7613,439.0138,0.0000,0.0000,0.0000
1.7833,19.7912,0.0000,20876.1786,1648.1343,439.0152,0.0000,0.0000,0.0000
1.8000,19.7913,0.0000,20869.9471,1647.5169,439.0166,0.0000,0.0000,0.0000
1.8167,19.7914,0.0000,20863.8102,1646.9088,439.0179,0.0000,0.0000,0.0000
1.8333,19.7914,0.0000,20857.7667,1646.3101,439.0193,0.0000,0.0000,0.0000
1.8500,19.7915,0.0000,20851.8154,1645.7204,439.0206,0.0000,0.0000,0.0000
1.8667,19.7915,0.0000,20845.9552,1645.1399,439.0219,0.0000,0.0000,0.0000
1.8833,19.7916,0.0000,20840.1850,1644.5682,439.0232,0.0000,0.0000,0.0000
1.9000,19.7917,0.0000,20834.5035,1644.0054,439.0244,0.0000,0.0000,0.0000
1.9167,19.7917,0.0000,20828.9097,1643.4512,439.0257,0.0000,0.0000,0.0000
1.9333,19.7918,0.0000,20823.4024,1642.9057,439.0269,0.0000,0.0000,0.0000
1.9500,19.7918,0.0000,20817.9806,1642.3686,439.0281,0.0000,0.0000,0.0000
1.9667,19.7919,0.0000,20812.6430,1641.8399,439.0293,0.0000,0.0000,0.0000
1.9833,19.7919,0.0000,20807.3887,1641.3195,439.0304,0.0000,0.0000,0.0000
2.0000,19.7920,0.0000,20799.1416,1640.6186,439.0323,0.0000,0.0000,0.0000
2.0167,19.7921,0.0000,20792.7294,1639.9707,439.0337,0.0000,0.0000,0.0000
2.0333,19.7921,0.0000,20786.3886,1639.3385,439.0351,0.0000,0.0000,0.0000
2.0500,19.7922,0.0000,20780.1846,1638.7225,439.0365,0.0000,0.0000,0.0000
2.0667,19.7923,0.0000,20774.1399,1638.1233,439.0378,0.0000,0.0000,0.0000
2.0833,19.7923,0.0000,20768.2641,1637.5415,439.0391,0.0000,0.0000,0.0000
2.1000,19.7924,0.0000,20762.5610,1636.9772,439.0404,0.0000,0.0000,0.0000
2.1167,19.7924,0.0000,20757.0316,1636.4303,439.0416,0.0000,0.0000,0.0000
2.1333,19.7925,0.0000,20751.6748,1635.9006,439.0428,0.0000,0.0000,0.0000
2.1500,19.7925,0.0000,20748.0850,1635.5022,439.0436,0.0000,0.0000,0.0000
2.1667,19.7926,0.0000,20744.3485,1635.1150,439.0444,0.0000,0.0000,0.0000
2.1833,19.7926,0.0000,20740.6025,1634.7381,439.0453,0.0000,0.0000,0.0000
2.2000,19.7926,0.0000,20736.9054,1634.3709,439.0461,0.0000,0.0000,0.0000
2.2167,19.7927,0.0000,20733.2812,1634.0129,439.0469,0.0000,0.0000,0.0000
2.2333,19.7927,0.0000,20729.7387,1633.6638,439.0477,0.0000,0.0000,0.0000
2.2500,19.7927,0.0000,20726.2806,1633.3235,439.0484,0.0000,0.0000,0.0000
2.2667,19.7928,0.0000,20722.9063,1632.9915,439.0492,0.0000,0.0000,0.0000
2.2833,19.7928,0.0000,20719.6144,1632.6677,439.0499,0.0000,0.0000,0.0000
2.3000,19.7928,0.0000,20716.4028,1632.3518,439.0506,0.0000,0.0000,0.0000
2.3167,19.7929,0.0000,20713.2694,1632.0435,439.0513,0.0000,0.0000,0.0000
2.3333,19.7929,0.0000,20710.2119,1631.7427,439.0520,0.0000,0.0000,0.0000
2.3500,19.7929,0.0000,20707.2281,1631.4491,439.0527,0.0000,0.0000,0.0000
2.3667,19.7930,0.0000,20704.3159,1631.1626,439.0533,0.0000,0.0000,0.0000
2.3833,19.7930,0.0000,20701.4731,1630.8828,439.0539,0.0000,0.0000,0.0000
2.4000,19.7930,0.0000,20698.6978,1630.6097,439.0546,0.0000,0.0000,0.0000
2.4167,19.7930,0.0000,20695.9880,1630.3429,439.0552,0.0000,0.0000,0.0000
2.4333,19.7931,0.0000,20693.3418,1630.0824,439.0557,0.0000,0.0000,0.0000
2.4500,19.7931,0.0000,20690.7574,1629.8280,439.0563,0.0000,0.0000,0.0000
2.4667,19.7931,0.0000,20688.2329,1629.5794,439.0569,0.0000,0.0000,0.0000
2.4833,19.7931,0.0000,20685.7667,1629.3366,439.0574,0.0000,0.0000,0.0000
2.5000,19.7932,0.0000,20683.3571,1629.0993,439.0580,0.0000,0.0000,0.0000
2.5167,19.7932,0.0000,20681.0025,1628.8674,439.0585,0.0000,0.0000,0.0000
2.5333,19.7932,0.0000,20678.7014,1628.6407,439.0590,0.0000,0.0000,0.0000
2.5500,19.7932,0.0000,20676.4522,1628.4191,439.0595,0.0000,0.0000,0.0000
2.5667,19.7933,0.0000,20674.2536,1628.2025,439.0600,0.0000,0.0000,0.0000
2.5833,19.7933,0.0000,20672.1041,1627.9908,439.0605,0.0000,0.0000,0.0000
2.6000,19.7933,0.0000,20670.0023,1627.7837,439.0609,0.0000,0.0000,0.0000
2.6167,19.7933,0.0000,20667.9471,1627.5811,439.0614,0.0000,0.0000,0.0000
2.6333,19.7933,0.0000,20665.9370,1627.3830,439.0618,0.0000,0.0000,0.0000
2.6500,19.7934,0.0000,20663.9710,1627.1892,439.0623,0.0000,0.0000,0.0000
2.6667,19.7934,0.0000,20662.0477,1626.9997,439.0627,0.0000,0.0000,0.0000
2.6833,19.7934,0.0000,20660.1662,1626.8142,439.0631,0.0000,0.0000,0.0000
2.7000,19.7934,0.0000,20658.3252,1626.6327,439.0635,0.0000,0.0000,0.0000
2.7167,19.7934,0.0000,20656.5237,1626.4550,439.0639,0.0000,0.0000,0.0000
2.7333,19.7935,0.0000,20654.7607,1626.2812,439.0643,0.0000,0.0000,0.0000
2.7500,19.7935,0.0000,20653.0352,1626.1110,439.0647,0.0000,0.0000,0.0000
2.7667,19.7935,0.0000,20651.3462,1625.9445,439.0651,0.0000,0.0000,0.0000
2.7833,19.7935,0.0000,20649.6927,1625.7814,439.0654,0.0000,0.0000,0.0000
2.8000,19.7935,0.0000,20648.0740,1625.6217,439.0658,0.0000,0.0000,0.0000
2.8167,19.7935,0.0000,20646.4890,1625.4654,439.0661,0.0000,0.0000,0.0000
2.8333,19.7936,0.0000,20644.9370,1625.3123,439.0665,0.0000,0.0000,0.0000
2.8500,19.7936,0.0000,20643.4171,1625.1623,439.0668,0.0000,0.0000,0.0000
2.8667,19.7936,0.0000,20641.9285,1625.0155,439.0671,0.0000,0.0000,0.0000
2.8833,19.7936,0.0000,20640.4705,1624.8716,439.0675,0.0000,0.0000,0.0000
2.9000,19.7936,0.0000,20639.0423,1624.7307,439.0678,0.0000,0.0000,0.0000
2.9167,19.7936,0.0000,20637.6433,1624.5926,439.0681,0.0000,0.0000,0.0000
2.9333,19.7936,0.0000,20636.2726,1624.4574,439.0684,0.0000,0.0000,0.0000
2.9500,19.7937,0.0000,20634.9296,1624.3248,439.0687,0.0000,0.0000,0.0000
2.9667,19.7937,0.0000,20633.6138,1624.1949,439.0690,0.0000,0.0000,0.0000
2.9833,19.7937,0.0000,20632.3243,1624.0677,439.0693,0.0000,0.0000,0.0000
3.0000,19.7937,0.0000,20631.0606,1623.9429,439.0696,0.0000,0.0000,0.0000
3.0167,19.7937,0.0000,20629.2871,1623.7850,439.0699,0.0000,0.0000,0.0000
3.0333,19.7937,0.0000,20627.6731,1623.6296,439.0703,0.0000,0.0000,0.0000
3.0500,19.7937,0.0000,20626.1178,1623.4760,439.0707,0.0000,0.0000,0.0000
3.0667,19.7938,0.0000,20624.5869,1623.3236,439.0710,0.0000,0.0000,0.0000
3.0833,19.7938,0.0000,20623.0648,1623.1714,439.0713,0.0000,0.0000,0.0000
3.1000,19.7938,0.0000,20621.5422,1623.0188,439.0717,0.0000,0.0000,0.0000
3.1167,19.7938,0.0000,20620.0130,1622.8652,439.0720,0.0000,0.0000,0.0000
3.1333,19.7938,0.0000,20618.4732,1622.7105,439.0723,0.0000,0.0000,0.0000
3.1500,19.7938,0.0000,20616.9207,1622.5543,439.0727,0.0000,0.0000,0.0000
3.1667,19.7938,0.0000,20615.3546,1622.3968,439.0730,0.0000,0.0000,0.0000
3.1833,19.7939,0.0000,20613.7751,1622.2380,439.0734,0.0000,0.0000,0.0000
3.2000,19.7939,0.0000,20612.6763,1622.1137,439.0736,0.0000,0.0000,0.0000
3.2167,19.7939,0.0000,20611.4982,1621.9893,439.0739,0.0000,0.0000,0.0000
3.2333,19.7939,0.0000,20610.2826,1621.8644,439.0742,0.0000,0.0000,0.0000
3.2500,19.7939,0.0000,20609.0482,1621.7392,439.0744,0.0000,0.0000,0.0000
3.2667,19.7939,0.0000,20607.8037,1621.6137,439.0747,0.0000,0.0000,0.0000
3.2833,19.7939,0.0000,20606.5534,1621.4879,439.0750,0.0000,0.0000,0.0000
3.3000,19.7939,0.0000,20605.2995,1621.3620,439.0753,0.0000,0.0000,0.0000
3.3167,19.7940,0.0000,20604.0437,1621.2360,439.0755,0.0000,0.0000,0.0000
3.3333,19.7940,0.0000,20602.7871,1621.1100,439.0758,0.0000,0.0000,0.0000
3.3500,19.7940,0.0000,20601.5306,1620.9840,439.0761,0.0000,0.0000,0.0000
3.3667,19.7940,0.0000,20600.2751,1620.8583,439.0764,0.0000,0.0000,0.0000
3.3833,19.7940,0.0000,20599.0215,1620.7328,439.0767,0.0000,0.0000,0.0000
3.4000,19.7940,0.0000,20597.7705,1620.6076,439.0769,0.0000,0.0000,0.0000
3.4167,19.7940,0.0000,20596.5229,1620.4828,439.0772,0.0000,0.0000,0.0000
3.4333,19.7940,0.0000,20595.2794,1620.3585,439.0775,0.0000,0.0000,0.0000
3.4500,19.7941,0.0000,20594.0406,1620.2347,439.0778,0.0000,0.0000,0.0000
3.4667,19.7941,0.0000,20592.8073,1620.1115,439.0780,0.0000,0.0000,0.0000
3.4833,19.7941,0.0000,20591.5800,1619.9889,439.0783,0.0000,0.0000,0.0000
3.5000,19.7941,0.0000,20590.3592,1619.8670,439.0786,0.0000,0.0000,0.0000
3.5167,19.7941,0.0000,20589.1457,1619.7459,439.0789,0.0000,0.0000,0.0000
3.5333,19.7941,0.0000,20587.9397,1619.6256,439.0791,0.0000,0.0000,0.0000
3.5500,19.7941,0.0000,20586.7420,1619.5062,439.0794,0.0000,0.0000,0.0000
3.5667,19.7941,0.0000,20585.5528,1619.3877,439.0797,0.0000,0.0000,0.0000
3.5833,19.7942,0.0000,20584.3727,1619.2700,439.0799,0.0000,0.0000,0.0000
3.6000,19.7942,0.0000,20583.2020,1619.1534,439.0802,0.0000,0.0000,0.0000
3.6167,19.7942,0.0000,20582.0411,1619.0378,439.0804,0.0000,0.0000,0.0000
3.6333,19.7942,0.0000,20580.8904,1618.9232,439.0807,0.0000,0.0000,0.0000
3.6500,19.7942,0.0000,20579.7502,1618.8097,439.0809,0.0000,0.0000,0.0000
3.6667,19.7942,0.0000,20578.6209,1618.6973,439.0812,0.0000,0.0000,0.0000
3.6833,19.7942,0.0000,20577.5026,1618.5861,439.0814,0.0000,0.0000,0.0000
3.7000,19.7942,0.0000,20576.3956,1618.4760,439.0817,0.0000,0.0000,0.0000
3.7167,19.7942,0.0000,20575.3003,1618.3670,439.0819,0.0000,0.0000,0.0000
3.7333,19.7943,0.0000,20574.2167,1618.2593,439.0822,0.0000,0.0000,0.0000
3.7500,19.7943,0.0000,20573.1452,1618.1528,439.0824,0.0000,0.0000,0.0000
3.7667,19.7943,0.0000,20572.0860,1618.0476,439.0826,0.0000,0.0000,0.0000
3.7833,19.7943,0.0000,20571.0390,1617.9436,439.0829,0.0000,0.0000,0.0000
3.8000,19.7943,0.0000,20570.0047,1617.8408,439.0831,0.0000,0.0000,0.0000
3.8167,19.7943,0.0000,20568.9830,1617.7394,439.0833,0.0000,0.0000,0.0000
3.8333,19.7943,0.0000,20567.9741,1617.6392,439.0836,0.0000,0.0000,0.0000
3.8500,19.7943,0.0000,20566.9781,1617.5403,439.0838,0.0000,0.0000,0.0000
3.8667,19.7943,0.0000,20565.9952,1617.4428,439.0840,0.0000,0.0000,0.0000
3.8833,19.7943,0.0000,20565.0253,1617.3465,439.0842,0.0000,0.0000,0.0000
3.9000,19.7944,0.0000,20564.0686,1617.2516,439.0844,0.0000,0.0000,0.0000
3.9167,19.7944,0.0000,20563.1251,1617.1581,439.0846,0.0000,0.0000,0.0000
3.9333,19.7944,0.0000,20562.1950,1617.0658,439.0848,0.0000,0.0000,0.0000
3.9500,19.7944,0.0000,20561.2781,1616.9749,439.0850,0.0000,0.0000,0.0000
3.9667,19.7944,0.0000,20560.3745,1616.8853,439.0852,0.0000,0.0000,0.0000
3.9833,19.7944,0.0000,20559.4844,1616.7971,439.0854,0.0000,0.0000,0.0000
4.0000,19.7944,0.0000,20558.6076,1616.7102,439.0856,0.0000,0.0000,0.0000
4.0167,19.7944,0.0000,20557.7442,1616.6247,439.0858,0.0000,0.0000,0.0000
4.0333,19.7944,0.0000,20556.8942,1616.5405,439.0860,0.0000,0.0000,0.0000
4.0500,19.7944,0.0000,20556.0575,1616.4576,439.0862,0.0000,0.0000,0.0000
4.0667,19.7944,0.0000,20555.2341,1616.3761,439.0864,0.0000,0.0000,0.0000
4.0833,19.7945,0.0000,20554.4240,1616.2959,439.0866,0.0000,0.0000,0.0000
4.1000,19.7945,0.0000,20553.6271,1616.2170,439.0867,0.0000,0.0000,0.0000
4.1167,19.7945,0.0000,20552.8433,1616.1394,439.0869,0.0000,0.0000,0.0000
4.1333,19.7945,0.0000,20552.0726,1616.0631,439.0871,0.0000,0.0000,0.0000
4.1500,19.7945,0.0000,20551.3149,1615.9882,439.0872,0.0000,0.0000,0.0000
4.1667,19.7945,0.0000,20550.5702,1615.9145,439.0874,0.0000,0.0000,0.0000
4.1833,19.7945,0.0000,20549.8382,1615.8421,439.0876,0.0000,0.0000,0.0000
4.2000,19.7945,0.0000,20549.1190,1615.7709,439.0877,0.0000,0.0000,0.0000
4.2167,19.7945,0.0000,20548.4123,1615.7010,439.0879,0.0000,0.0000,0.0000
4.2333,19.7945,0.0000,20547.7182,1615.6324,439.0880,0.0000,0.0000,0.0000
4.2500,19.7945,0.0000,20547.0365,1615.5650,439.0882,0.0000,0.0000,0.0000
4.2667,19.7945,0.0000,20546.3671,1615.4988,439.0883,0.0000,0.0000,0.0000
4.2833,19.7945,0.0000,20545.7098,1615.4338,439.0885,0.0000,0.0000,0.0000
4.3000,19.7945,0.0000,20545.0647,1615.3701,439.0886,0.0000,0.0000,0.0000
4.3167,19.7946,0.0000,20544.4315,1615.3075,439.0888,0.0000,0.0000,0.0000
4.3333,19.7946,0.0000,20543.8101,1615.2461,439.0889,0.0000,0.0000,0.0000
4.3500,19.7946,0.0000,20543.2004,1615.1859,439.0890,0.0000,0.0000,0.0000
4.3667,19.7946,0.0000,20542.6024,1615.1268,439.0892,0.0000,0.0000,0.0000
4.3833,19.7946,0.0000,20542.0158,1615.0688,439.0893,0.0000,0.0000,0.0000
4.4000,19.7946,0.0000,20541.4406,1615.0120,439.0894,0.0000,0.0000,0.0000
4.4167,19.7946,0.0000,20540.8766,1614.9563,439.0896,0.0000,0.0000,0.0000
4.4333,19.7946,0.0000,20540.3238,1614.9018,439.0897,0.0000,0.0000,0.0000
4.4500,19.7946,0.0000,20539.7819,1614.8483,439.0898,0.0000,0.0000,0.0000
4.4667,19.7946,0.0000,20539.2510,1614.7959,439.0899,0.0000,0.0000,0.0000
4.4833,19.7946,0.0000,20538.7307,1614.7445,439.0900,0.0000,0.0000,0.0000
4.5000,19.7946,0.0000,20538.2212,1614.6942,439.0902,0.0000,0.0000,0.0000
4.5167,19.7946,0.0000,20537.7221,1614.6450,439.0903,0.0000,0.0000,0.0000
4.5333,19.7946,0.0000,20537.2334,1614.5968,439.0904,0.0000,0.0000,0.0000
4.5500,19.7946,0.0000,20536.7550,1614.5496,439.0905,0.0000,0.0000,0.0000
4.5667,19.7946,0.0000,20536.2868,1614.5034,439.0906,0.0000,0.0000,0.0000
4.5833,19.7946,0.0000,20535.8286,1614.4582,439.0907,0.0000,0.0000,0.0000
4.6000,19.7946,0.0000,20535.3803,1614.4140,439.0908,0.0000,0.0000,0.0000
4.6167,19.7947,0.0000,20534.9418,1614.3708,439.0909,0.0000,0.0000,0.0000
4.6333,19.7947,0.0000,20534.5129,1614.3286,439.0910,0.0000,0.0000,0.0000
4.6500,19.7947,0.0000,20534.0937,1614.2872,439.0911,0.0000,0.0000,0.0000
4.6667,19.7947,0.0000,20533.6838,1614.2469,439.0912,0.0000,0.0000,0.0000
4.6833,19.7947,0.0000,20533.2833,1614.2074,439.0912,0.0000,0.0000,0.0000
4.7000,19.7947,0.0000,20532.8920,1614.1689,439.0913,0.0000,0.0000,0.0000
4.7167,19.7947,0.0000,20532.5098,1614.1313,439.0914,0.0000,0.0000,0.0000
4.7333,19.7947,0.0000,20532.1366,1614.0945,439.0915,0.0000,0.0000,0.0000
4.7500,19.7947,0.0000,20531.5579,1614.0457,439.0916,0.0000,0.0000,0.0000
4.7667,19.7947,0.0000,20531.0703,1613.9996,439.0917,0.0000,0.0000,0.0000
4.7833,19.7947,0.0000,20530.6836,1613.9603,439.0918,0.0000,0.0000,0.0000
4.8000,19.7947,0.0000,20530.3275,1613.9260,439.0919,0.0000,0.0000,0.0000
4.8167,19.7947,0.0000,20530.0208,1613.8973,439.0920,0.0000,0.0000,0.0000
4.8333,19.7947,0.0000,20529.7731,1613.8750,439.0920,0.0000,0.0000,0.0000
4.8500,19.7947,0.0000,20529.5895,1613.8593,439.0921,0.0000,0.0000,0.0000
4.8667,19.7947,0.0000,20529.4722,1613.8503,439.0921,0.0000,0.0000,0.0000
4.8833,19.7947,0.0000,20529.4213,1613.8480,439.0921,0.0000,0.0000,0.0000
