Time (hrs),Zone Temp (C),Outside Temp (C),HVAC Power (W),Fabric Loss (W),Air Exchange Loss (W),Solar Gains (W),Internal Gains (W),Window State (0-1)
1.0833,19.7862,0.0000,21381.7945,1694.1660,438.9030,0.0000,0.0000,0.0000
1.1000,19.7863,0.0000,21365.2602,1692.5760,438.9067,0.0000,0.0000,0.0000
1.1167,19.7865,0.0000,21348.9477,1691.0088,438.9103,0.0000,0.0000,0.0000
1.1333,19.7867,0.0000,21332.8587,1689.4645,438.9139,0.0000,0.0000,0.0000
1.1500,19.7868,0.0000,21316.9944,1687.9432,438.9174,0.0000,0.0000,0.0000
1.1667,19.7870,0.0000,21301.3558,1686.4447,438.9209,0.0000,0.0000,0.0000
1.1833,19.7871,0.0000,21285.9436,1684.9691,438.9243,0.0000,0.0000,0.0000
1.2000,19.7873,0.0000,21270.7581,1683.5164,438.9277,0.0000,0.0000,0.0000
1.2167,19.7874,0.0000,21255.7994,1682.0864,438.9310,0.0000,0.0000,0.0000
1.2333,19.7876,0.0000,21241.0675,1680.6792,438.9342,0.0000,0.0000,0.0000
1.2500,19.7877,0.0000,21226.5621,1679.2945,438.9375,0.0000,0.0000,0.0000
1.2667,19.7879,0.0000,21212.2825,1677.9323,438.9406,0.0000,0.0000,0.0000
1.2833,19.7880,0.0000,21198.2282,1676.5924,438.9437,0.0000,0.0000,0.0000
1.3000,19.7882,0.0000,21184.3982,1675.2748,438.9468,0.0000,0.0000,0.0000
1.3167,19.7883,0.0000,21170.7914,1673.9792,438.9498,0.0000,0.0000,0.0000
1.3333,19.7884,0.0000,21157.4067,1672.7055,438.9528,0.0000,0.0000,0.0000
1.3500,19.7886,0.0000,21144.2427,1671.4535,438.9557,0.0000,0.0000,0.0000
1.3667,19.7887,0.0000,21131.2979,1670.2231,438.9586,0.0000,0.0000,0.0000
1.3833,19.7888,0.0000,21118.5708,1669.0139,438.9614,0.0000,0.0000,0.0000
1.4000,19.7889,0.0000,21106.0595,1667.8259,438.9642,0.0000,0.0000,0.0000
1.4167,19.7891,0.0000,21093.7625,1666.6588,438.9669,0.0000,0.0000,0.0000
1.4333,19.7892,0.0000,21081.6776,1665.5123,438.9696,0.0000,0.0000,0.0000
1.4500,19.7893,0.0000,21069.8030,1664.3864,438.9722,0.0000,0.0000,0.0000
1.4667,19.7894,0.0000,21058.1366,1663.2807,438.9748,0.0000,0.0000,0.0000
1.4833,19.7895,0.0000,21046.6762,1662.1949,438.9774,0.0000,0.0000,0.0000
1.5000,19.7896,0.0000,21035.4196,1661.1290,438.9799,0.0000,0.0000,0.0000
1.5167,19.7898,0.0000,21024.3647,1660.0825,438.9823,0.0000,0.0000,0.0000
1.5333,19.7899,0.0000,21013.5090,1659.0553,438.9847,0.0000,0.0000,0.0000
1.5500,19.7900,0.0000,21002.8502,1658.0471,438.9871,0.0000,0.0000,0.0000
1.5667,19.7901,0.0000,20992.3859,1657.0577,438.9894,0.0000,0.0000,0.0000
1.5833,19.7902,0.0000,20984.7488,1656.3045,438.9911,0.0000,0.0000,0.0000
1.6000,19.7902,0.0000,20977.1601,1655.5636,438.9928,0.0000,0.0000,0.0000
1.6167,19.7903,0.0000,20969.6326,1654.8343,438.9945,0.0000,0.0000,0.0000
1.6333,19.7904,0.0000,20962.1759,1654.1161,438.9961,0.0000,0.0000,0.0000
1.6500,19.7905,0.0000,20954.7971,1653.4088,438.9977,0.0000,0.0000,0.0000
1.6667,19.7905,0.0000,20947.5016,1652.7121,438.9994,0.0000,0.0000,0.0000
1.6833,19.7906,0.0000,20940.2935,1652.0259,439.0010,0.0000,0.0000,0.0000
1.7000,19.7907,0.0000,20933.1756,1651.3500,439.0025,0.0000,0.0000,0.0000
1.7167,19.7907,0.0000,20926.1500,1650.6843,439.0041,0.0000,0.0000,0.0000
1.7333,19.7908,0.0000,20919.2183,1650.0286,439.0056,0.0000,0.0000,0.0000
1.7500,19.7909,0.0000,20912.3812,1649.3827,439.0072,0.0000,0.0000,0.0000
1.7667,19.7909,0.0000,20905.6393,1648.7466,439.0086,0.0000,0.0000,0.0000
1.7833,19.7910,0.0000,20898.9928,1648.1202,439.0101,0.0000,0.0000,0.0000
1.8000,19.7911,0.0000,20892.4416,1647.5033,439.0116,0.0000,0.0000,0.0000
1.8167,19.7911,0.0000,20885.9853,1646.8957,439.0130,0.0000,0.0000,0.0000
1.8333,19.7912,0.0000,20879.6234,1646.2974,439.0144,0.0000,0.0000,0.0000
1.8500,19.7913,0.0000,20873.3554,1645.7083,439.0158,0.0000,0.0000,0.0000
1.8667,19.7913,0.0000,20867.1806,1645.1283,439.0172,0.0000,0.0000,0.0000
1.8833,19.7914,0.0000,20861.0980,1644.5571,439.0185,0.0000,0.0000,0.0000
1.9000,19.7914,0.0000,20855.1070,1643.9948,439.0199,0.0000,0.0000,0.0000
1.9167,19.7915,0.0000,20849.2064,1643.4411,439.0212,0.0000,0.0000,0.0000
1.9333,19.7916,0.0000,20843.3955,1642.8960,439.0225,0.0000,0.0000,0.0000
1.9500,19.7916,0.0000,20837.6731,1642.3594,439.0237,0.0000,0.0000,0.0000
1.9667,19.7917,0.0000,20832.0384,1641.8312,439.0250,0.0000,0.0000,0.0000
1.9833,19.7917,0.0000,20826.4902,1641.3112,439.0262,0.0000,0.0000,0.0000
2.0000,19.7918,0.0000,20818.5256,1640.6086,439.0280,0.0000,0.0000,0.0000
2.0167,19.7919,0.0000,20811.4605,1639.9623,439.0295,0.0000,0.0000,0.0000
2.0333,19.7920,0.0000,20804.5854,1639.3311,439.0311,0.0000,0.0000,0.0000
2.0500,19.7920,0.0000,20797.8930,1638.7161,439.0325,0.0000,0.0000,0.0000
2.0667,19.7921,0.0000,20791.3795,1638.1178,439.0340,0.0000,0.0000,0.0000
2.0833,19.7921,0.0000,20785.0432,1637.5369,439.0354,0.0000,0.0000,0.0000
2.1000,19.7922,0.0000,20778.8834,1636.9734,439.0368,0.0000,0.0000,0.0000
2.1167,19.7923,0.0000,20772.8995,1636.4273,439.0381,0.0000,0.0000,0.0000
2.1333,19.7923,0.0000,20767.0904,1635.8984,439.0394,0.0000,0.0000,0.0000
2.1500,19.7924,0.0000,20762.8951,1635.5015,439.0403,0.0000,0.0000,0.0000
2.1667,19.7924,0.0000,20758.7663,1635.1151,439.0412,0.0000,0.0000,0.0000
2.1833,19.7925,0.0000,20754.7101,1634.7386,439.0421,0.0000,0.0000,0.0000
2.2000,19.7925,0.0000,20750.7310,1634.3718,439.0430,0.0000,0.0000,0.0000
2.2167,19.7925,0.0000,20746.8318,1634.0142,439.0439,0.0000,0.0000,0.0000
2.2333,19.7926,0.0000,20743.0143,1633.6655,439.0447,0.0000,0.0000,0.0000
2.2500,19.7926,0.0000,20739.2793,1633.3255,439.0456,0.0000,0.0000,0.0000
2.2667,19.7926,0.0000,20735.6271,1632.9939,439.0464,0.0000,0.0000,0.0000
2.2833,19.7927,0.0000,20732.0574,1632.6705,439.0472,0.0000,0.0000,0.0000
2.3000,19.7927,0.0000,20728.5694,1632.3549,439.0479,0.0000,0.0000,0.0000
2.3167,19.7927,0.0000,20725.1621,1632.0471,439.0487,0.0000,0.0000,0.0000
2.3333,19.7928,0.0000,20721.8342,1631.7466,439.0494,0.0000,0.0000,0.0000
2.3500,19.7928,0.0000,20718.5843,1631.4534,439.0501,0.0000,0.0000,0.0000
2.3667,19.7928,0.0000,20715.4108,1631.1672,439.0508,0.0000,0.0000,0.0000
2.3833,19.7929,0.0000,20712.3119,1630.8877,439.0515,0.0000,0.0000,0.0000
2.4000,19.7929,0.0000,20709.2861,1630.6149,439.0522,0.0000,0.0000,0.0000
2.4167,19.7929,0.0000,20706.3314,1630.3485,439.0529,0.0000,0.0000,0.0000
2.4333,19.7930,0.0000,20703.4461,1630.0883,439.0535,0.0000,0.0000,0.0000
2.4500,19.7930,0.0000,20700.6285,1629.8341,439.0541,0.0000,0.0000,0.0000
2.4667,19.7930,0.0000,20697.8768,1629.5857,439.0547,0.0000,0.0000,0.0000
2.4833,19.7930,0.0000,20695.1892,1629.3431,439.0553,0.0000,0.0000,0.0000
2.5000,19.7931,0.0000,20692.5639,1629.1060,439.0559,0.0000,0.0000,0.0000
2.5167,19.7931,0.0000,20689.9994,1628.8743,439.0565,0.0000,0.0000,0.0000
2.5333,19.7931,0.0000,20687.4939,1628.6478,439.0570,0.0000,0.0000,0.0000
2.5500,19.7931,0.0000,20685.0458,1628.4265,439.0576,0.0000,0.0000,0.0000
2.5667,19.7932,0.0000,20682.6536,1628.2100,439.0581,0.0000,0.0000,0.0000
2.5833,19.7932,0.0000,20680.3158,1627.9983,439.0586,0.0000,0.0000,0.0000
2.6000,19.7932,0.0000,20678.0308,1627.7914,439.0591,0.0000,0.0000,0.0000
2.6167,19.7932,0.0000,20675.7972,1627.5890,439.0596,0.0000,0.0000,0.0000
2.6333,19.7933,0.0000,20673.6135,1627.3910,439.0601,0.0000,0.0000,0.0000
2.6500,19.7933,0.0000,20671.4786,1627.1973,439.0606,0.0000,0.0000,0.0000
2.6667,19.7933,0.0000,20669.3909,1627.0078,439.0611,0.0000,0.0000,0.0000
2.6833,19.7933,0.0000,20667.3493,1626.8224,439.0615,0.0000,0.0000,0.0000
2.7000,19.7933,0.0000,20665.3525,1626.6409,439.0619,0.0000,0.0000,0.0000
2.7167,19.7934,0.0000,20663.3993,1626.4634,439.0624,0.0000,0.0000,0.0000
2.7333,19.7934,0.0000,20661.4886,1626.2896,439.0628,0.0000,0.0000,0.0000
2.7500,19.7934,0.0000,20659.6192,1626.1195,439.0632,0.0000,0.0000,0.0000
2.7667,19.7934,0.0000,20657.7900,1625.9529,439.0636,0.0000,0.0000,0.0000
2.7833,19.7934,0.0000,20656.0001,1625.7899,439.0640,0.0000,0.0000,0.0000
2.8000,19.7935,0.0000,20654.2483,1625.6302,439.0644,0.0000,0.0000,0.0000
2.8167,19.7935,0.0000,20652.5337,1625.4739,439.0648,0.0000,0.0000,0.0000
2.8333,19.7935,0.0000,20650.8554,1625.3208,439.0652,0.0000,0.0000,0.0000
2.8500,19.7935,0.0000,20649.2123,1625.1708,439.0655,0.0000,0.0000,0.0000
2.8667,19.7935,0.0000,20647.6037,1625.0240,439.0659,0.0000,0.0000,0.0000
2.8833,19.7935,0.0000,20646.0286,1624.8801,439.0662,0.0000,0.0000,0.0000
2.9000,19.7936,0.0000,20644.4863,1624.7392,439.0666,0.0000,0.0000,0.0000
2.9167,19.7936,0.0000,20642.9758,1624.6011,439.0669,0.0000,0.0000,0.0000
2.9333,19.7936,0.0000,20641.4965,1624.4658,439.0672,0.0000,0.0000,0.0000
2.9500,19.7936,0.0000,20640.0475,1624.3332,439.0676,0.0000,0.0000,0.0000
2.9667,19.7936,0.0000,20638.6281,1624.2033,439.0679,0.0000,0.0000,0.0000
2.9833,19.7936,0.0000,20637.2376,1624.0760,439.0682,0.0000,0.0000,0.0000
3.0000,19.7936,0.0000,20635.8753,1623.9513,439.0685,0.0000,0.0000,0.0000
3.0167,19.7937,0.0000,20634.0828,1623.7929,439.0689,0.0000,0.0000,0.0000
3.0333,19.7937,0.0000,20632.3500,1623.6374,439.0693,0.0000,0.0000,0.0000
3.0500,19.7937,0.0000,20630.6671,1623.4839,439.0696,0.0000,0.0000,0.0000
3.0667,19.7937,0.0000,20629.0243,1623.3314,439.0700,0.0000,0.0000,0.0000
3.0833,19.7937,0.0000,20627.4120,1623.1791,439.0704,0.0000,0.0000,0.0000
3.1000,19.7937,0.0000,20625.8215,1623.0262,439.0707,0.0000,0.0000,0.0000
3.1167,19.7938,0.0000,20624.2450,1622.8724,439.0711,0.0000,0.0000,0.0000
3.1333,19.7938,0.0000,20622.6759,1622.7174,439.0714,0.0000,0.0000,0.0000
3.1500,19.7938,0.0000,20621.1088,1622.5609,439.0718,0.0000,0.0000,0.0000
3.1667,19.7938,0.0000,20619.5398,1622.4030,439.0721,0.0000,0.0000,0.0000
3.1833,19.7938,0.0000,20617.9659,1622.2438,439.0725,0.0000,0.0000,0.0000
3.2000,19.7938,0.0000,20616.7942,1622.1195,439.0727,0.0000,0.0000,0.0000
3.2167,19.7938,0.0000,20615.6086,1621.9948,439.0730,0.0000,0.0000,0.0000
3.2333,19.7939,0.0000,20614.4107,1621.8697,439.0732,0.0000,0.0000,0.0000
3.2500,19.7939,0.0000,20613.2024,1621.7441,439.0735,0.0000,0.0000,0.0000
3.2667,19.7939,0.0000,20611.9849,1621.6183,439.0738,0.0000,0.0000,0.0000
3.2833,19.7939,0.0000,20610.7596,1621.4922,439.0741,0.0000,0.0000,0.0000
3.3000,19.7939,0.0000,20609.5277,1621.3660,439.0743,0.0000,0.0000,0.0000
3.3167,19.7939,0.0000,20608.2904,1621.2397,439.0746,0.0000,0.0000,0.0000
3.3333,19.7939,0.0000,20607.0488,1621.1134,439.0749,0.0000,0.0000,0.0000
3.3500,19.7939,0.0000,20605.8039,1620.9872,439.0752,0.0000,0.0000,0.0000
3.3667,19.7940,0.0000,20604.5567,1620.8612,439.0754,0.0000,0.0000,0.0000
3.3833,19.7940,0.0000,20603.3081,1620.7355,439.0757,0.0000,0.0000,0.0000
3.4000,19.7940,0.0000,20602.0592,1620.6101,439.0760,0.0000,0.0000,0.0000
3.4167,19.7940,0.0000,20600.8106,1620.4852,439.0763,0.0000,0.0000,0.0000
3.4333,19.7940,0.0000,20599.5633,1620.3607,439.0765,0.0000,0.0000,0.0000
3.4500,19.7940,0.0000,20598.3182,1620.2367,439.0768,0.0000,0.0000,0.0000
3.4667,19.7940,0.0000,20597.0758,1620.1133,439.0771,0.0000,0.0000,0.0000
3.4833,19.7940,0.0000,20595.8370,1619.9907,439.0774,0.0000,0.0000,0.0000
3.5000,19.7941,0.0000,20594.6024,1619.8687,439.0776,0.0000,0.0000,0.0000
3.5167,19.7941,0.0000,20593.3728,1619.7475,439.0779,0.0000,0.0000,0.0000
3.5333,19.7941,0.0000,20592.1487,1619.6271,439.0782,0.0000,0.0000,0.0000
3.5500,19.7941,0.0000,20590.9308,1619.5075,439.0785,0.0000,0.0000,0.0000
3.5667,19.7941,0.0000,20589.7195,1619.3889,439.0787,0.0000,0.0000,0.0000
3.5833,19.7941,0.0000,20588.5154,1619.2712,439.0790,0.0000,0.0000,0.0000
3.6000,19.7941,0.0000,20587.3191,1619.1545,439.0793,0.0000,0.0000,0.0000
3.6167,19.7941,0.0000,20586.1310,1619.0389,439.0795,0.0000,0.0000,0.0000
3.6333,19.7942,0.0000,20584.9515,1618.9242,439.0798,0.0000,0.0000,0.0000
3.6500,19.7942,0.0000,20583.7811,1618.8107,439.0800,0.0000,0.0000,0.0000
3.6667,19.7942,0.0000,20582.6202,1618.6983,439.0803,0.0000,0.0000,0.0000
3.6833,19.7942,0.0000,20581.4690,1618.5870,439.0806,0.0000,0.0000,0.0000
3.7000,19.7942,0.0000,20580.3281,1618.4768,439.0808,0.0000,0.0000,0.0000
3.7167,19.7942,0.0000,20579.1976,1618.3679,439.0811,0.0000,0.0000,0.0000
3.7333,19.7942,0.0000,20578.0779,1618.2602,439.0813,0.0000,0.0000,0.0000
3.7500,19.7942,0.0000,20576.9693,1618.1537,439.0816,0.0000,0.0000,0.0000
3.7667,19.7942,0.0000,20575.8720,1618.0484,439.0818,0.0000,0.0000,0.0000
3.7833,19.7943,0.0000,20574.7863,1617.9444,439.0820,0.0000,0.0000,0.0000
3.8000,19.7943,0.0000,20573.7123,1617.8416,439.0823,0.0000,0.0000,0.0000
3.8167,19.7943,0.0000,20572.6504,1617.7402,439.0825,0.0000,0.0000,0.0000
3.8333,19.7943,0.0000,20571.6005,1617.6400,439.0827,0.0000,0.0000,0.0000
3.8500,19.7943,0.0000,20570.5631,1617.5412,439.0830,0.0000,0.0000,0.0000
3.8667,19.7943,0.0000,20569.5380,1617.4436,439.0832,0.0000,0.0000,0.0000
3.8833,19.7943,0.0000,20568.5256,1617.3474,439.0834,0.0000,0.0000,0.0000
3.9000,19.7943,0.0000,20567.5260,1617.2525,439.0836,0.0000,0.0000,0.0000
3.9167,19.7943,0.0000,20566.5392,1617.1590,439.0839,0.0000,0.0000,0.0000
3.9333,19.7943,0.0000,20565.5653,1617.0667,439.0841,0.0000,0.0000,0.0000
3.9500,19.7944,0.0000,20564.6044,1616.9759,439.0843,0.0000,0.0000,0.0000
3.9667,19.7944,0.0000,20563.6566,1616.8863,439.0845,0.0000,0.0000,0.0000
3.9833,19.7944,0.0000,20562.7220,1616.7981,439.0847,0.0000,0.0000,0.0000
4.0000,19.7944,0.0000,20561.8006,1616.7113,439.0849,0.0000,0.0000,0.0000
4.0167,19.7944,0.0000,20560.8924,1616.6257,439.0851,0.0000,0.0000,0.0000
4.0333,19.7944,0.0000,20559.9974,1616.5416,439.0853,0.0000,0.0000,0.0000
4.0500,19.7944,0.0000,20559.1158,1616.4587,439.0855,0.0000,0.0000,0.0000
4.0667,19.7944,0.0000,20558.2474,1616.3772,439.0857,0.0000,0.0000,0.0000
4.0833,19.7944,0.0000,20557.3923,1616.2970,439.0859,0.0000,0.0000,0.0000
4.1000,19.7944,0.0000,20556.5504,1616.2182,439.0861,0.0000,0.0000,0.0000
4.1167,19.7944,0.0000,20555.7218,1616.1406,439.0863,0.0000,0.0000,0.0000
4.1333,19.7945,0.0000,20554.9063,1616.0644,439.0864,0.0000,0.0000,0.0000
4.1500,19.7945,0.0000,20554.1040,1615.9895,439.0866,0.0000,0.0000,0.0000
4.1667,19.7945,0.0000,20553.3147,1615.9158,439.0868,0.0000,0.0000,0.0000
4.1833,19.7945,0.0000,20552.5384,1615.8434,439.0870,0.0000,0.0000,0.0000
4.2000,19.7945,0.0000,20551.7751,1615.7723,439.0871,0.0000,0.0000,0.0000
4.2167,19.7945,0.0000,20551.0247,1615.7025,439.0873,0.0000,0.0000,0.0000
4.2333,19.7945,0.0000,20550.2870,1615.6338,439.0875,0.0000,0.0000,0.0000
4.2500,19.7945,0.0000,20549.5621,1615.5665,439.0876,0.0000,0.0000,0.0000
4.2667,19.7945,0.0000,20548.8497,1615.5003,439.0878,0.0000,0.0000,0.0000
4.2833,19.7945,0.0000,20548.1498,1615.4354,439.0879,0.0000,0.0000,0.0000
4.3000,19.7945,0.0000,20547.4623,1615.3716,439.0881,0.0000,0.0000,0.0000
4.3167,19.7945,0.0000,20546.7871,1615.3091,439.0883,0.0000,0.0000,0.0000
4.3333,19.7945,0.0000,20546.1241,1615.2477,439.0884,0.0000,0.0000,0.0000
4.3500,19.7945,0.0000,20545.4732,1615.1875,439.0885,0.0000,0.0000,0.0000
4.3667,19.7946,0.0000,20544.8342,1615.1285,439.0887,0.0000,0.0000,0.0000
4.3833,19.7946,0.0000,20544.2071,1615.0705,439.0888,0.0000,0.0000,0.0000
4.4000,19.7946,0.0000,20543.5917,1615.0138,439.0890,0.0000,0.0000,0.0000
4.4167,19.7946,0.0000,20542.9880,1614.9581,439.0891,0.0000,0.0000,0.0000
4.4333,19.7946,0.0000,20542.3958,1614.9035,439.0892,0.0000,0.0000,0.0000
4.4500,19.7946,0.0000,20541.8149,1614.8501,439.0894,0.0000,0.0000,0.0000
4.4667,19.7946,0.0000,20541.2453,1614.7977,439.0895,0.0000,0.0000,0.0000
4.4833,19.7946,0.0000,20540.6869,1614.7464,439.0896,0.0000,0.0000,0.0000
4.5000,19.7946,0.0000,20540.1395,1614.6961,439.0897,0.0000,0.0000,0.0000
4.5167,19.7946,0.0000,20539.6031,1614.6469,439.0898,0.0000,0.0000,0.0000
4.5333,19.7946,0.0000,20539.0774,1614.5987,439.0900,0.0000,0.0000,0.0000
4.5500,19.7946,0.0000,20538.5624,1614.5515,439.0901,0.0000,0.0000,0.0000
4.5667,19.7946,0.0000,20538.0579,1614.5053,439.0902,0.0000,0.0000,0.0000
4.5833,19.7946,0.0000,20537.5639,1614.4602,439.0903,0.0000,0.0000,0.0000
4.6000,19.7946,0.0000,20537.0802,1614.4160,439.0904,0.0000,0.0000,0.0000
4.6167,19.7946,0.0000,20536.6067,1614.3728,439.0905,0.0000,0.0000,0.0000
4.6333,19.7946,0.0000,20536.1433,1614.3305,439.0906,0.0000,0.0000,0.0000
4.6500,19.7946,0.0000,20535.6898,1614.2892,439.0907,0.0000,0.0000,0.0000
4.6667,19.7946,0.0000,20535.2462,1614.2489,439.0908,0.0000,0.0000,0.0000
4.6833,19.7947,0.0000,20534.8123,1614.2094,439.0909,0.0000,0.0000,0.0000
4.7000,19.7947,0.0000,20534.3880,1614.1709,439.0910,0.0000,0.0000,0.0000
4.7167,19.7947,0.0000,20533.9732,1614.1333,439.0911,0.0000,0.0000,0.0000
4.7333,19.7947,0.0000,20533.5677,1614.0966,439.0912,0.0000,0.0000,0.0000
4.7500,19.7947,0.0000,20532.9916,1614.0476,439.0913,0.0000,0.0000,0.0000
4.7667,19.7947,0.0000,20532.4465,1614.0016,439.0914,0.0000,0.0000,0.0000
4.7833,19.7947,0.0000,20531.9755,1613.9625,439.0915,0.0000,0.0000,0.0000
4.8000,19.7947,0.0000,20531.5363,1613.9282,439.0916,0.0000,0.0000,0.0000
4.8167,19.7947,0.0000,20531.1354,1613.8998,439.0917,0.0000,0.0000,0.0000
4.8333,19.7947,0.0000,20530.7790,1613.8777,439.0918,0.0000,0.0000,0.0000
4.8500,19.7947,0.0000,20530.4724,1613.8622,439.0919,0.0000,0.0000,0.0000
4.8667,19.7947,0.0000,20530.2202,1613.8536,439.0919,0.0000,0.0000,0.0000
4.8833,19.7947,0.0000,20530.0254,1613.8516,439.0920,0.0000,0.0000,0.0000
