Time (hrs),Zone Temp (C),Outside Temp (C),HVAC Power (W),Fabric Loss (W),Air Exchange Loss (W),Solar Gains (W),Internal Gains (W),Window State (0-1)
0.7667,19.7829,0.0000,21707.0258,1726.0545,438.8309,0.0000,0.0000,0.0000
0.7833,19.7831,0.0000,21686.2388,1724.0006,438.8355,0.0000,0.0000,0.0000
0.8000,19.7833,0.0000,21667.2391,1722.0867,438.8397,0.0000,0.0000,0.0000
0.8167,19.7835,0.0000,21648.2590,1720.1909,438.8439,0.0000,0.0000,0.0000
0.8333,19.7837,0.0000,21629.3376,1718.3128,438.8481,0.0000,0.0000,0.0000
0.8500,19.7839,0.0000,21610.5049,1716.4526,438.8523,0.0000,0.0000,0.0000
0.8667,19.7841,0.0000,21591.7846,1714.6109,438.8564,0.0000,0.0000,0.0000
0.8833,19.7843,0.0000,21573.1958,1712.7882,438.8606,0.0000,0.0000,0.0000
0.9000,19.7845,0.0000,21554.7543,1710.9850,438.8647,0.0000,0.0000,0.0000
0.9167,19.7846,0.0000,21536.4731,1709.2018,438.8687,0.0000,0.0000,0.0000
0.9333,19.7848,0.0000,21518.3632,1707.4392,438.8727,0.0000,0.0000,0.0000
0.9500,19.7850,0.0000,21500.4339,1705.6974,438.8767,0.0000,0.0000,0.0000
0.9667,19.7852,0.0000,21482.6930,1703.9770,438.8806,0.0000,0.0000,0.0000
0.9833,19.7853,0.0000,21465.1475,1702.2781,438.8845,0.0000,0.0000,0.0000
1.0000,19.7855,0.0000,21447.8029,1700.6012,438.8884,0.0000,0.0000,0.0000
1.0167,19.7857,0.0000,21430.6645,1698.9465,438.8922,0.0000,0.0000,0.0000
1.0333,19.7859,0.0000,21413.7364,1697.3142,438.8959,0.0000,0.0000,0.0000
1.0500,19.7860,0.0000,21397.0224,1695.7044,438.8996,0.0000,0.0000,0.0000
1.0667,19.7862,0.0000,21380.5254,1694.1173,438.9033,0.0000,0.0000,0.0000
1.0833,19.7864,0.0000,21364.2482,1692.5530,438.9069,0.0000,0.0000,0.0000
1.1000,19.7865,0.0000,21348.1929,1691.0116,438.9105,0.0000,0.0000,0.0000
1.1167,19.7867,0.0000,21332.3612,1689.4932,438.9140,0.0000,0.0000,0.0000
1.1333,19.7868,0.0000,21316.7546,1687.9978,438.9175,0.0000,0.0000,0.0000
1.1500,19.7870,0.0000,21301.3740,1686.5253,438.9209,0.0000,0.0000,0.0000
1.1667,19.7871,0.0000,21286.2203,1685.0757,438.9242,0.0000,0.0000,0.0000
1.1833,19.7873,0.0000,21271.2937,1683.6491,438.9275,0.0000,0.0000,0.0000
1.2000,19.7874,0.0000,21256.5945,1682.2453,438.9308,0.0000,0.0000,0.0000
1.2167,19.7876,0.0000,21242.1226,1680.8642,438.9340,0.0000,0.0000,0.0000
1.2333,19.7877,0.0000,21227.8777,1679.5058,438.9372,0.0000,0.0000,0.0000
1.2500,19.7879,0.0000,21213.8592,1678.1700,438.9403,0.0000,0.0000,0.0000
1.2667,19.7880,0.0000,21200.0665,1676.8565,438.9433,0.0000,0.0000,0.0000
1.2833,19.7881,0.0000,21186.4985,1675.5653,438.9463,0.0000,0.0000,0.0000
1.3000,19.7883,0.0000,21173.1542,1674.2961,438.9493,0.0000,0.0000,0.0000
1.3167,19.7884,0.0000,21160.0324,1673.0489,438.9522,0.0000,0.0000,0.0000
1.3333,19.7885,0.0000,21147.1317,1671.8234,438.9551,0.0000,0.0000,0.0000
1.3500,19.7887,0.0000,21134.4505,1670.6195,438.9579,0.0000,0.0000,0.0000
1.3667,19.7888,0.0000,21121.9872,1669.4368,438.9607,0.0000,0.0000,0.0000
1.3833,19.7889,0.0000,21109.7401,1668.2753,438.9634,0.0000,0.0000,0.0000
1.4000,19.7890,0.0000,21097.7072,1667.1347,438.9660,0.0000,0.0000,0.0000
1.4167,19.7891,0.0000,21085.8866,1666.0148,438.9687,0.0000,0.0000,0.0000
1.4333,19.7893,0.0000,21074.2762,1664.9153,438.9712,0.0000,0.0000,0.0000
1.4500,19.7894,0.0000,21062.8740,1663.8361,438.9738,0.0000,0.0000,0.0000
1.4667,19.7895,0.0000,21051.6776,1662.7767,438.9763,0.0000,0.0000,0.0000
1.4833,19.7896,0.0000,21040.6849,1661.7371,438.9787,0.0000,0.0000,0.0000
1.5000,19.7897,0.0000,21029.8935,1660.7170,438.9811,0.0000,0.0000,0.0000
1.5167,19.7898,0.0000,21019.3009,1659.7161,438.9834,0.0000,0.0000,0.0000
1.5333,19.7899,0.0000,21008.9049,1658.7341,438.9857,0.0000,0.0000,0.0000
1.5500,19.7900,0.0000,20998.7028,1657.7708,438.9880,0.0000,0.0000,0.0000
1.5667,19.7901,0.0000,20988.6923,1656.8259,438.9902,0.0000,0.0000,0.0000
1.5833,19.7902,0.0000,20981.3897,1656.1071,438.9918,0.0000,0.0000,0.0000
1.6000,19.7903,0.0000,20974.1366,1655.4002,438.9935,0.0000,0.0000,0.0000
1.6167,19.7903,0.0000,20966.9450,1654.7046,438.9950,0.0000,0.0000,0.0000
1.6333,19.7904,0.0000,20959.8238,1654.0200,438.9966,0.0000,0.0000,0.0000
1.6500,19.7905,0.0000,20952.7799,1653.3460,438.9982,0.0000,0.0000,0.0000
1.6667,19.7905,0.0000,20945.8184,1652.6824,438.9997,0.0000,0.0000,0.0000
1.6833,19.7906,0.0000,20938.9429,1652.0290,439.0013,0.0000,0.0000,0.0000
1.7000,19.7907,0.0000,20932.1562,1651.3857,439.0028,0.0000,0.0000,0.0000
1.7167,19.7907,0.0000,20925.4602,1650.7523,439.0043,0.0000,0.0000,0.0000
1.7333,19.7908,0.0000,20918.8562,1650.1287,439.0057,0.0000,0.0000,0.0000
1.7500,19.7909,0.0000,20912.3450,1649.5148,439.0072,0.0000,0.0000,0.0000
1.7667,19.7909,0.0000,20905.9270,1648.9103,439.0086,0.0000,0.0000,0.0000
1.7833,19.7910,0.0000,20899.6023,1648.3153,439.0100,0.0000,0.0000,0.0000
1.8000,19.7911,0.0000,20893.3707,1647.7295,439.0114,0.0000,0.0000,0.0000
1.8167,19.7911,0.0000,20887.2318,1647.1528,439.0127,0.0000,0.0000,0.0000
1.8333,19.7912,0.0000,20881.1851,1646.5852,439.0141,0.0000,0.0000,0.0000
1.8500,19.7912,0.0000,20875.2299,1646.0265,439.0154,0.0000,0.0000,0.0000
1.8667,19.7913,0.0000,20869.3655,1645.4765,439.0167,0.0000,0.0000,0.0000
1.8833,19.7914,0.0000,20863.5911,1644.9352,439.0180,0.0000,0.0000,0.0000
1.9000,19.7914,0.0000,20857.9057,1644.4025,439.0192,0.0000,0.0000,0.0000
1.9167,19.7915,0.0000,20852.3084,1643.8783,439.0205,0.0000,0.0000,0.0000
1.9333,19.7915,0.0000,20846.7982,1643.3623,439.0217,0.0000,0.0000,0.0000
1.9500,19.7916,0.0000,20841.3742,1642.8546,439.0229,0.0000,0.0000,0.0000
1.9667,19.7916,0.0000,20836.0352,1642.3549,439.0241,0.0000,0.0000,0.0000
1.9833,19.7917,0.0000,20830.7803,1641.8633,439.0253,0.0000,0.0000,0.0000
2.0000,19.7918,0.0000,20823.2398,1641.1991,439.0269,0.0000,0.0000,0.0000
2.0167,19.7918,0.0000,20816.5533,1640.5881,439.0284,0.0000,0.0000,0.0000
2.0333,19.7919,0.0000,20810.0478,1639.9912,439.0299,0.0000,0.0000,0.0000
2.0500,19.7920,0.0000,20803.7147,1639.4091,439.0313,0.0000,0.0000,0.0000
2.0667,19.7920,0.0000,20797.5486,1638.8420,439.0326,0.0000,0.0000,0.0000
2.0833,19.7921,0.0000,20791.5461,1638.2903,439.0340,0.0000,0.0000,0.0000
2.1000,19.7921,0.0000,20785.7048,1637.7541,439.0353,0.0000,0.0000,0.0000
2.1167,19.7922,0.0000,20780.0226,1637.2331,439.0365,0.0000,0.0000,0.0000
2.1333,19.7923,0.0000,20774.4973,1636.7272,439.0377,0.0000,0.0000,0.0000
2.1500,19.7923,0.0000,20769.1266,1636.2361,439.0389,0.0000,0.0000,0.0000
2.1667,19.7924,0.0000,20763.9077,1635.7594,439.0401,0.0000,0.0000,0.0000
2.1833,19.7924,0.0000,20758.8375,1635.2966,439.0412,0.0000,0.0000,0.0000
2.2000,19.7925,0.0000,20753.9125,1634.8472,439.0423,0.0000,0.0000,0.0000
2.2167,19.7925,0.0000,20750.3522,1634.5090,439.0431,0.0000,0.0000,0.0000
2.2333,19.7925,0.0000,20746.8439,1634.1789,439.0439,0.0000,0.0000,0.0000
2.2500,19.7926,0.0000,20743.3923,1633.8564,439.0446,0.0000,0.0000,0.0000
2.2667,19.7926,0.0000,20740.0003,1633.5412,439.0454,0.0000,0.0000,0.0000
2.2833,19.7926,0.0000,20736.6700,1633.2330,439.0461,0.0000,0.0000,0.0000
2.3000,19.7927,0.0000,20733.4025,1632.9316,439.0469,0.0000,0.0000,0.0000
2.3167,19.7927,0.0000,20730.1983,1632.6369,439.0476,0.0000,0.0000,0.0000
2.3333,19.7927,0.0000,20727.0575,1632.3485,439.0483,0.0000,0.0000,0.0000
2.3500,19.7928,0.0000,20723.9798,1632.0663,439.0489,0.0000,0.0000,0.0000
2.3667,19.7928,0.0000,20720.9647,1631.7901,439.0496,0.0000,0.0000,0.0000
2.3833,19.7928,0.0000,20718.0112,1631.5198,439.0503,0.0000,0.0000,0.0000
2.4000,19.7928,0.0000,20715.1186,1631.2553,439.0509,0.0000,0.0000,0.0000
2.4167,19.7929,0.0000,20712.2857,1630.9963,439.0515,0.0000,0.0000,0.0000
2.4333,19.7929,0.0000,20709.5115,1630.7426,439.0522,0.0000,0.0000,0.0000
2.4500,19.7929,0.0000,20706.7947,1630.4943,439.0528,0.0000,0.0000,0.0000
2.4667,19.7930,0.0000,20704.1341,1630.2511,439.0533,0.0000,0.0000,0.0000
2.4833,19.7930,0.0000,20701.5285,1630.0129,439.0539,0.0000,0.0000,0.0000
2.5000,19.7930,0.0000,20698.9766,1629.7795,439.0545,0.0000,0.0000,0.0000
2.5167,19.7930,0.0000,20696.4773,1629.5509,439.0550,0.0000,0.0000,0.0000
2.5333,19.7931,0.0000,20694.0292,1629.3270,439.0556,0.0000,0.0000,0.0000
2.5500,19.7931,0.0000,20691.6312,1629.1075,439.0561,0.0000,0.0000,0.0000
2.5667,19.7931,0.0000,20689.2821,1628.8924,439.0566,0.0000,0.0000,0.0000
2.5833,19.7931,0.0000,20686.9807,1628.6817,439.0572,0.0000,0.0000,0.0000
2.6000,19.7932,0.0000,20684.7259,1628.4751,439.0577,0.0000,0.0000,0.0000
2.6167,19.7932,0.0000,20682.5165,1628.2726,439.0581,0.0000,0.0000,0.0000
2.6333,19.7932,0.0000,20680.3515,1628.0742,439.0586,0.0000,0.0000,0.0000
2.6500,19.7932,0.0000,20678.2298,1627.8796,439.0591,0.0000,0.0000,0.0000
2.6667,19.7932,0.0000,20676.1503,1627.6888,439.0596,0.0000,0.0000,0.0000
2.6833,19.7933,0.0000,20674.1122,1627.5017,439.0600,0.0000,0.0000,0.0000
2.7000,19.7933,0.0000,20672.1143,1627.3183,439.0604,0.0000,0.0000,0.0000
2.7167,19.7933,0.0000,20670.1558,1627.1384,439.0609,0.0000,0.0000,0.0000
2.7333,19.7933,0.0000,20668.2357,1626.9620,439.0613,0.0000,0.0000,0.0000
2.7500,19.7933,0.0000,20666.3532,1626.7890,439.0617,0.0000,0.0000,0.0000
2.7667,19.7934,0.0000,20664.5073,1626.6193,439.0621,0.0000,0.0000,0.0000
2.7833,19.7934,0.0000,20662.6973,1626.4528,439.0625,0.0000,0.0000,0.0000
2.8000,19.7934,0.0000,20660.9223,1626.2895,439.0629,0.0000,0.0000,0.0000
2.8167,19.7934,0.0000,20659.1815,1626.1293,439.0633,0.0000,0.0000,0.0000
2.8333,19.7934,0.0000,20657.4742,1625.9722,439.0637,0.0000,0.0000,0.0000
2.8500,19.7934,0.0000,20655.7995,1625.8180,439.0641,0.0000,0.0000,0.0000
2.8667,19.7935,0.0000,20654.1569,1625.6667,439.0644,0.0000,0.0000,0.0000
2.8833,19.7935,0.0000,20652.5456,1625.5182,439.0648,0.0000,0.0000,0.0000
2.9000,19.7935,0.0000,20650.9648,1625.3725,439.0651,0.0000,0.0000,0.0000
2.9167,19.7935,0.0000,20649.4140,1625.2296,439.0655,0.0000,0.0000,0.0000
2.9333,19.7935,0.0000,20647.8925,1625.0893,439.0658,0.0000,0.0000,0.0000
2.9500,19.7935,0.0000,20646.3996,1624.9516,439.0662,0.0000,0.0000,0.0000
2.9667,19.7936,0.0000,20644.9348,1624.8165,439.0665,0.0000,0.0000,0.0000
2.9833,19.7936,0.0000,20643.4975,1624.6839,439.0668,0.0000,0.0000,0.0000
3.0000,19.7936,0.0000,20642.0870,1624.5538,439.0671,0.0000,0.0000,0.0000
3.0167,19.7936,0.0000,20640.2280,1624.3885,439.0675,0.0000,0.0000,0.0000
3.0333,19.7936,0.0000,20638.4287,1624.2263,439.0679,0.0000,0.0000,0.0000
3.0500,19.7936,0.0000,20636.6804,1624.0666,439.0683,0.0000,0.0000,0.0000
3.0667,19.7937,0.0000,20634.9751,1623.9088,439.0687,0.0000,0.0000,0.0000
3.0833,19.7937,0.0000,20633.3053,1623.7522,439.0691,0.0000,0.0000,0.0000
3.1000,19.7937,0.0000,20631.6645,1623.5965,439.0694,0.0000,0.0000,0.0000
3.1167,19.7937,0.0000,20630.0466,1623.4413,439.0698,0.0000,0.0000,0.0000
3.1333,19.7937,0.0000,20628.4468,1623.2865,439.0701,0.0000,0.0000,0.0000
3.1500,19.7937,0.0000,20626.8612,1623.1319,439.0705,0.0000,0.0000,0.0000
3.1667,19.7937,0.0000,20625.2867,1622.9774,439.0708,0.0000,0.0000,0.0000
3.1833,19.7938,0.0000,20623.7212,1622.8233,439.0712,0.0000,0.0000,0.0000
3.2000,19.7938,0.0000,20622.1632,1622.6694,439.0715,0.0000,0.0000,0.0000
3.2167,19.7938,0.0000,20621.0120,1622.5506,439.0718,0.0000,0.0000,0.0000
3.2333,19.7938,0.0000,20619.8553,1622.4322,439.0720,0.0000,0.0000,0.0000
3.2500,19.7938,0.0000,20618.6948,1622.3143,439.0723,0.0000,0.0000,0.0000
3.2667,19.7938,0.0000,20617.5324,1622.1969,439.0726,0.0000,0.0000,0.0000
3.2833,19.7938,0.0000,20616.3693,1622.0801,439.0728,0.0000,0.0000,0.0000
3.3000,19.7938,0.0000,20615.2068,1621.9638,439.0731,0.0000,0.0000,0.0000
3.3167,19.7939,0.0000,20614.0460,1621.8481,439.0733,0.0000,0.0000,0.0000
3.3333,19.7939,0.0000,20612.8878,1621.7331,439.0736,0.0000,0.0000,0.0000
3.3500,19.7939,0.0000,20611.7330,1621.6188,439.0738,0.0000,0.0000,0.0000
3.3667,19.7939,0.0000,20610.5825,1621.5052,439.0741,0.0000,0.0000,0.0000
3.3833,19.7939,0.0000,20609.4370,1621.3924,439.0744,0.0000,0.0000,0.0000
3.4000,19.7939,0.0000,20608.2971,1621.2805,439.0746,0.0000,0.0000,0.0000
3.4167,19.7939,0.0000,20607.1634,1621.1695,439.0749,0.0000,0.0000,0.0000
3.4333,19.7939,0.0000,20606.0366,1621.0594,439.0751,0.0000,0.0000,0.0000
3.4500,19.7940,0.0000,20604.9170,1620.9502,439.0754,0.0000,0.0000,0.0000
3.4667,19.7940,0.0000,20603.8053,1620.8420,439.0756,0.0000,0.0000,0.0000
3.4833,19.7940,0.0000,20602.7019,1620.7349,439.0758,0.0000,0.0000,0.0000
3.5000,19.7940,0.0000,20601.6071,1620.6287,439.0761,0.0000,0.0000,0.0000
3.5167,19.7940,0.0000,20600.5214,1620.5237,439.0763,0.0000,0.0000,0.0000
3.5333,19.7940,0.0000,20599.4452,1620.4198,439.0766,0.0000,0.0000,0.0000
3.5500,19.7940,0.0000,20598.3788,1620.3170,439.0768,0.0000,0.0000,0.0000
3.5667,19.7940,0.0000,20597.3226,1620.2153,439.0770,0.0000,0.0000,0.0000
3.5833,19.7940,0.0000,20596.2767,1620.1148,439.0773,0.0000,0.0000,0.0000
3.6000,19.7940,0.0000,20595.2415,1620.0155,439.0775,0.0000,0.0000,0.0000
3.6167,19.7941,0.0000,20594.2173,1619.9174,439.0777,0.0000,0.0000,0.0000
3.6333,19.7941,0.0000,20593.2042,1619.8205,439.0780,0.0000,0.0000,0.0000
3.6500,19.7941,0.0000,20592.2026,1619.7249,439.0782,0.0000,0.0000,0.0000
3.6667,19.7941,0.0000,20591.2125,1619.6304,439.0784,0.0000,0.0000,0.0000
3.6833,19.7941,0.0000,20590.2341,1619.5373,439.0786,0.0000,0.0000,0.0000
3.7000,19.7941,0.0000,20589.2677,1619.4454,439.0788,0.0000,0.0000,0.0000
3.7167,19.7941,0.0000,20588.3134,1619.3547,439.0790,0.0000,0.0000,0.0000
3.7333,19.7941,0.0000,20587.3712,1619.2654,439.0792,0.0000,0.0000,0.0000
3.7500,19.7941,0.0000,20586.4413,1619.1773,439.0795,0.0000,0.0000,0.0000
3.7667,19.7941,0.0000,20585.5239,1619.0905,439.0797,0.0000,0.0000,0.0000
3.7833,19.7942,0.0000,20584.6189,1619.0050,439.0799,0.0000,0.0000,0.0000
3.8000,19.7942,0.0000,20583.7266,1618.9208,439.0801,0.0000,0.0000,0.0000
3.8167,19.7942,0.0000,20582.8468,1618.8379,439.0803,0.0000,0.0000,0.0000
3.8333,19.7942,0.0000,20581.9798,1618.7563,439.0804,0.0000,0.0000,0.0000
3.8500,19.7942,0.0000,20581.1255,1618.6760,439.0806,0.0000,0.0000,0.0000
3.8667,19.7942,0.0000,20580.2839,1618.5970,439.0808,0.0000,0.0000,0.0000
3.8833,19.7942,0.0000,20579.4552,1618.5192,439.0810,0.0000,0.0000,0.0000
3.9000,19.7942,0.0000,20578.6392,1618.4428,439.0812,0.0000,0.0000,0.0000
3.9167,19.7942,0.0000,20577.8360,1618.3676,439.0814,0.0000,0.0000,0.0000
3.9333,19.7942,0.0000,20577.0457,1618.2937,439.0815,0.0000,0.0000,0.0000
3.9500,19.7942,0.0000,20576.2681,1618.2211,439.0817,0.0000,0.0000,0.0000
3.9667,19.7942,0.0000,20575.5033,1618.1498,439.0819,0.0000,0.0000,0.0000
3.9833,19.7943,0.0000,20574.7513,1618.0797,439.0820,0.0000,0.0000,0.0000
4.0000,19.7943,0.0000,20574.0119,1618.0109,439.0822,0.0000,0.0000,0.0000
4.0167,19.7943,0.0000,20573.2853,1617.9433,439.0824,0.0000,0.0000,0.0000
4.0333,19.7943,0.0000,20572.5712,1617.8770,439.0825,0.0000,0.0000,0.0000
4.0500,19.7943,0.0000,20571.8698,1617.8120,439.0827,0.0000,0.0000,0.0000
4.0667,19.7943,0.0000,20571.1808,1617.7481,439.0828,0.0000,0.0000,0.0000
4.0833,19.7943,0.0000,20570.5043,1617.6855,439.0830,0.0000,0.0000,0.0000
4.1000,19.7943,0.0000,20569.8401,1617.6241,439.0831,0.0000,0.0000,0.0000
4.1167,19.7943,0.0000,20569.1882,1617.5639,439.0833,0.0000,0.0000,0.0000
4.1333,19.7943,0.0000,20568.5485,1617.5048,439.0834,0.0000,0.0000,0.0000
4.1500,19.7943,0.0000,20567.9209,1617.4470,439.0836,0.0000,0.0000,0.0000
4.1667,19.7943,0.0000,20567.3052,1617.3902,439.0837,0.0000,0.0000,0.0000
4.1833,19.7943,0.0000,20566.7015,1617.3347,439.0838,0.0000,0.0000,0.0000
4.2000,19.7943,0.0000,20566.1095,1617.2802,439.0840,0.0000,0.0000,0.0000
4.2167,19.7943,0.0000,20565.5291,1617.2269,439.0841,0.0000,0.0000,0.0000
4.2333,19.7944,0.0000,20564.9602,1617.1747,439.0842,0.0000,0.0000,0.0000
4.2500,19.7944,0.0000,20564.4028,1617.1236,439.0843,0.0000,0.0000,0.0000
4.2667,19.7944,0.0000,20563.8566,1617.0736,439.0845,0.0000,0.0000,0.0000
4.2833,19.7944,0.0000,20563.3216,1617.0246,439.0846,0.0000,0.0000,0.0000
4.3000,19.7944,0.0000,20562.7976,1616.9766,439.0847,0.0000,0.0000,0.0000
4.3167,19.7944,0.0000,20562.2844,1616.9297,439.0848,0.0000,0.0000,0.0000
4.3333,19.7944,0.0000,20561.7821,1616.8839,439.0849,0.0000,0.0000,0.0000
4.3500,19.7944,0.0000,20561.2903,1616.8390,439.0850,0.0000,0.0000,0.0000
4.3667,19.7944,0.0000,20560.8090,1616.7952,439.0851,0.0000,0.0000,0.0000
4.3833,19.7944,0.0000,20560.3382,1616.7523,439.0852,0.0000,0.0000,0.0000
4.4000,19.7944,0.0000,20559.8775,1616.7104,439.0853,0.0000,0.0000,0.0000
4.4167,19.7944,0.0000,20559.4269,1616.6694,439.0854,0.0000,0.0000,0.0000
4.4333,19.7944,0.0000,20558.9864,1616.6294,439.0855,0.0000,0.0000,0.0000
4.4500,19.7944,0.0000,20558.5556,1616.5904,439.0856,0.0000,0.0000,0.0000
4.4667,19.7944,0.0000,20558.1346,1616.5522,439.0857,0.0000,0.0000,0.0000
4.4833,19.7944,0.0000,20557.7231,1616.5150,439.0858,0.0000,0.0000,0.0000
4.5000,19.7944,0.0000,20557.3212,1616.4786,439.0859,0.0000,0.0000,0.0000
4.5167,19.7944,0.0000,20556.9285,1616.4432,439.0860,0.0000,0.0000,0.0000
4.5333,19.7944,0.0000,20556.5451,1616.4086,439.0861,0.0000,0.0000,0.0000
4.5500,19.7944,0.0000,20556.1707,1616.3748,439.0862,0.0000,0.0000,0.0000
4.5667,19.7944,0.0000,20555.8053,1616.3419,439.0862,0.0000,0.0000,0.0000
4.5833,19.7944,0.0000,20555.4488,1616.3099,439.0863,0.0000,0.0000,0.0000
4.6000,19.7944,0.0000,20555.1009,1616.2787,439.0864,0.0000,0.0000,0.0000
4.6167,19.7945,0.0000,20554.7617,1616.2482,439.0865,0.0000,0.0000,0.0000
4.6333,19.7945,0.0000,20554.4309,1616.2186,439.0866,0.0000,0.0000,0.0000
4.6500,19.7945,0.0000,20554.1085,1616.1898,439.0866,0.0000,0.0000,0.0000
4.6667,19.7945,0.0000,20553.7944,1616.1617,439.0867,0.0000,0.0000,0.0000
4.6833,19.7945,0.0000,20553.4883,1616.1345,439.0868,0.0000,0.0000,0.0000
4.7000,19.7945,0.0000,20553.1903,1616.1079,439.0868,0.0000,0.0000,0.0000
4.7167,19.7945,0.0000,20552.9002,1616.0822,439.0869,0.0000,0.0000,0.0000
4.7333,19.7945,0.0000,20552.6179,1616.0571,439.0870,0.0000,0.0000,0.0000
4.7500,19.7945,0.0000,20552.2186,1616.0237,439.0870,0.0000,0.0000,0.0000
4.7667,19.7945,0.0000,20551.8420,1615.9923,439.0871,0.0000,0.0000,0.0000
4.7833,19.7945,0.0000,20551.5166,1615.9653,439.0872,0.0000,0.0000,0.0000
4.8000,19.7945,0.0000,20551.2115,1615.9409,439.0873,0.0000,0.0000,0.0000
4.8167,19.7945,0.0000,20550.9293,1615.9197,439.0873,0.0000,0.0000,0.0000
4.8333,19.7945,0.0000,20550.6724,1615.9016,439.0874,0.0000,0.0000,0.0000
4.8500,19.7945,0.0000,20550.4425,1615.8869,439.0874,0.0000,0.0000,0.0000
4.8667,19.7945,0.0000,20550.2413,1615.8754,439.0875,0.0000,0.0000,0.0000
4.8833,19.7945,0.0000,20550.0693,1615.8671,439.0875,0.0000,0.0000,0.0000
