Time (hrs),Zone Temp (C),Outside Temp (C),HVAC Power (W),Fabric Loss (W),Air Exchange Loss (W),Solar Gains (W),Internal Gains (W),Window State (0-1)
0.7833,19.7836,0.0000,21635.7893,1724.0706,438.8467,0.0000,0.0000,0.0000
0.8000,19.7838,0.0000,21617.6603,1722.1544,438.8507,0.0000,0.0000,0.0000
0.8167,19.7840,0.0000,21598.9603,1720.2584,438.8549,0.0000,0.0000,0.0000
0.8333,19.7842,0.0000,21580.2292,1718.3803,438.8590,0.0000,0.0000,0.0000
0.8500,19.7844,0.0000,21561.6170,1716.5201,438.8631,0.0000,0.0000,0.0000
0.8667,19.7846,0.0000,21543.1691,1714.6781,438.8672,0.0000,0.0000,0.0000
0.8833,19.7848,0.0000,21524.9022,1712.8550,438.8713,0.0000,0.0000,0.0000
0.9000,19.7849,0.0000,21506.8249,1711.0512,438.8753,0.0000,0.0000,0.0000
0.9167,19.7851,0.0000,21488.9437,1709.2673,438.8793,0.0000,0.0000,0.0000
0.9333,19.7853,0.0000,21471.2637,1707.5038,438.8832,0.0000,0.0000,0.0000
0.9500,19.7855,0.0000,21453.7895,1705.7611,438.8871,0.0000,0.0000,0.0000
0.9667,19.7856,0.0000,21436.5254,1704.0396,438.8909,0.0000,0.0000,0.0000
0.9833,19.7858,0.0000,21419.4750,1702.3397,438.8947,0.0000,0.0000,0.0000
1.0000,19.7860,0.0000,21402.6414,1700.6617,438.8984,0.0000,0.0000,0.0000
1.0167,19.7861,0.0000,21386.0274,1699.0058,438.9021,0.0000,0.0000,0.0000
1.0333,19.7863,0.0000,21369.6354,1697.3723,438.9057,0.0000,0.0000,0.0000
1.0500,19.7865,0.0000,21353.4674,1695.7612,438.9093,0.0000,0.0000,0.0000
1.0667,19.7866,0.0000,21337.5250,1694.1729,438.9128,0.0000,0.0000,0.0000
1.0833,19.7868,0.0000,21321.8096,1692.6074,438.9163,0.0000,0.0000,0.0000
1.1000,19.7869,0.0000,21306.3220,1691.0647,438.9198,0.0000,0.0000,0.0000
1.1167,19.7871,0.0000,21291.0631,1689.5450,438.9232,0.0000,0.0000,0.0000
1.1333,19.7872,0.0000,21276.0330,1688.0482,438.9265,0.0000,0.0000,0.0000
1.1500,19.7874,0.0000,21261.2321,1686.5744,438.9298,0.0000,0.0000,0.0000
1.1667,19.7875,0.0000,21246.6602,1685.1236,438.9330,0.0000,0.0000,0.0000
1.1833,19.7877,0.0000,21232.3170,1683.6956,438.9362,0.0000,0.0000,0.0000
1.2000,19.7878,0.0000,21218.2019,1682.2905,438.9393,0.0000,0.0000,0.0000
1.2167,19.7880,0.0000,21204.3142,1680.9082,438.9424,0.0000,0.0000,0.0000
1.2333,19.7881,0.0000,21190.6529,1679.5485,438.9454,0.0000,0.0000,0.0000
1.2500,19.7882,0.0000,21177.2170,1678.2114,438.9484,0.0000,0.0000,0.0000
1.2667,19.7884,0.0000,21164.0052,1676.8966,438.9513,0.0000,0.0000,0.0000
1.2833,19.7885,0.0000,21151.0161,1675.6041,438.9542,0.0000,0.0000,0.0000
1.3000,19.7886,0.0000,21138.2481,1674.3338,438.9571,0.0000,0.0000,0.0000
1.3167,19.7887,0.0000,21125.6997,1673.0853,438.9598,0.0000,0.0000,0.0000
1.3333,19.7889,0.0000,21113.3690,1671.8586,438.9626,0.0000,0.0000,0.0000
1.3500,19.7890,0.0000,21101.2542,1670.6535,438.9653,0.0000,0.0000,0.0000
1.3667,19.7891,0.0000,21089.3533,1669.4697,438.9679,0.0000,0.0000,0.0000
1.3833,19.7892,0.0000,21077.6641,1668.3070,438.9705,0.0000,0.0000,0.0000
1.4000,19.7893,0.0000,21066.1846,1667.1653,438.9730,0.0000,0.0000,0.0000
1.4167,19.7895,0.0000,21054.9126,1666.0443,438.9755,0.0000,0.0000,0.0000
1.4333,19.7896,0.0000,21043.8457,1664.9437,438.9780,0.0000,0.0000,0.0000
1.4500,19.7897,0.0000,21032.9815,1663.8634,438.9804,0.0000,0.0000,0.0000
1.4667,19.7898,0.0000,21022.3178,1662.8030,438.9828,0.0000,0.0000,0.0000
1.4833,19.7899,0.0000,21011.8520,1661.7624,438.9851,0.0000,0.0000,0.0000
1.5000,19.7900,0.0000,21001.5816,1660.7412,438.9874,0.0000,0.0000,0.0000
1.5167,19.7901,0.0000,20991.5042,1659.7393,438.9896,0.0000,0.0000,0.0000
1.5333,19.7902,0.0000,20981.6171,1658.7564,438.9918,0.0000,0.0000,0.0000
1.5500,19.7903,0.0000,20971.9177,1657.7921,438.9939,0.0000,0.0000,0.0000
1.5667,19.7904,0.0000,20962.4036,1656.8464,438.9961,0.0000,0.0000,0.0000
1.5833,19.7904,0.0000,20955.9473,1656.1252,438.9975,0.0000,0.0000,0.0000
1.6000,19.7905,0.0000,20949.1611,1655.4174,438.9990,0.0000,0.0000,0.0000
1.6167,19.7906,0.0000,20942.2920,1654.7213,439.0005,0.0000,0.0000,0.0000
1.6333,19.7906,0.0000,20935.4464,1654.0364,439.0020,0.0000,0.0000,0.0000
1.6500,19.7907,0.0000,20928.6700,1653.3621,439.0035,0.0000,0.0000,0.0000
1.6667,19.7908,0.0000,20921.9816,1652.6982,439.0050,0.0000,0.0000,0.0000
1.6833,19.7908,0.0000,20915.3886,1652.0444,439.0065,0.0000,0.0000,0.0000
1.7000,19.7909,0.0000,20908.8937,1651.4007,439.0079,0.0000,0.0000,0.0000
1.7167,19.7910,0.0000,20902.4970,1650.7669,439.0093,0.0000,0.0000,0.0000
1.7333,19.7910,0.0000,20896.1980,1650.1428,439.0107,0.0000,0.0000,0.0000
1.7500,19.7911,0.0000,20889.9958,1649.5284,439.0121,0.0000,0.0000,0.0000
1.7667,19.7912,0.0000,20883.8893,1648.9234,439.0135,0.0000,0.0000,0.0000
1.7833,19.7912,0.0000,20877.8772,1648.3279,439.0148,0.0000,0.0000,0.0000
1.8000,19.7913,0.0000,20871.9584,1647.7416,439.0161,0.0000,0.0000,0.0000
1.8167,19.7913,0.0000,20866.1318,1647.1645,439.0174,0.0000,0.0000,0.0000
1.8333,19.7914,0.0000,20860.3961,1646.5964,439.0187,0.0000,0.0000,0.0000
1.8500,19.7915,0.0000,20854.7501,1646.0371,439.0199,0.0000,0.0000,0.0000
1.8667,19.7915,0.0000,20849.1927,1645.4867,439.0212,0.0000,0.0000,0.0000
1.8833,19.7916,0.0000,20843.7228,1644.9450,439.0224,0.0000,0.0000,0.0000
1.9000,19.7916,0.0000,20838.3391,1644.4118,439.0236,0.0000,0.0000,0.0000
1.9167,19.7917,0.0000,20833.0406,1643.8871,439.0248,0.0000,0.0000,0.0000
1.9333,19.7917,0.0000,20827.8260,1643.3707,439.0259,0.0000,0.0000,0.0000
1.9500,19.7918,0.0000,20822.6943,1642.8625,439.0270,0.0000,0.0000,0.0000
1.9667,19.7918,0.0000,20817.6443,1642.3624,439.0282,0.0000,0.0000,0.0000
1.9833,19.7919,0.0000,20812.6749,1641.8704,439.0293,0.0000,0.0000,0.0000
2.0000,19.7920,0.0000,20804.8772,1641.2078,439.0310,0.0000,0.0000,0.0000
2.0167,19.7920,0.0000,20798.8156,1640.5954,439.0323,0.0000,0.0000,0.0000
2.0333,19.7921,0.0000,20792.8201,1639.9975,439.0337,0.0000,0.0000,0.0000
2.0500,19.7921,0.0000,20786.9498,1639.4144,439.0350,0.0000,0.0000,0.0000
2.0667,19.7922,0.0000,20781.2236,1638.8466,439.0362,0.0000,0.0000,0.0000
2.0833,19.7922,0.0000,20775.6483,1638.2941,439.0375,0.0000,0.0000,0.0000
2.1000,19.7923,0.0000,20770.2263,1637.7572,439.0387,0.0000,0.0000,0.0000
2.1167,19.7924,0.0000,20764.9574,1637.2355,439.0399,0.0000,0.0000,0.0000
2.1333,19.7924,0.0000,20759.8399,1636.7290,439.0410,0.0000,0.0000,0.0000
2.1500,19.7925,0.0000,20754.8711,1636.2372,439.0421,0.0000,0.0000,0.0000
2.1667,19.7925,0.0000,20750.0473,1635.7598,439.0432,0.0000,0.0000,0.0000
2.1833,19.7925,0.0000,20745.3645,1635.2964,439.0442,0.0000,0.0000,0.0000
2.2000,19.7926,0.0000,20740.8184,1634.8465,439.0452,0.0000,0.0000,0.0000
2.2167,19.7926,0.0000,20737.7644,1634.5071,439.0459,0.0000,0.0000,0.0000
2.2333,19.7927,0.0000,20734.5782,1634.1764,439.0466,0.0000,0.0000,0.0000
2.2500,19.7927,0.0000,20731.3759,1633.8536,439.0473,0.0000,0.0000,0.0000
2.2667,19.7927,0.0000,20728.2069,1633.5382,439.0480,0.0000,0.0000,0.0000
2.2833,19.7927,0.0000,20725.0916,1633.2298,439.0487,0.0000,0.0000,0.0000
2.3000,19.7928,0.0000,20722.0378,1632.9283,439.0494,0.0000,0.0000,0.0000
2.3167,19.7928,0.0000,20719.0476,1632.6333,439.0500,0.0000,0.0000,0.0000
2.3333,19.7928,0.0000,20716.1210,1632.3447,439.0507,0.0000,0.0000,0.0000
2.3500,19.7929,0.0000,20713.2571,1632.0623,439.0513,0.0000,0.0000,0.0000
2.3667,19.7929,0.0000,20710.4544,1631.7859,439.0519,0.0000,0.0000,0.0000
2.3833,19.7929,0.0000,20707.7114,1631.5155,439.0526,0.0000,0.0000,0.0000
2.4000,19.7929,0.0000,20705.0266,1631.2507,439.0531,0.0000,0.0000,0.0000
2.4167,19.7930,0.0000,20702.3984,1630.9915,439.0537,0.0000,0.0000,0.0000
2.4333,19.7930,0.0000,20699.8253,1630.7377,439.0543,0.0000,0.0000,0.0000
2.4500,19.7930,0.0000,20697.3059,1630.4892,439.0549,0.0000,0.0000,0.0000
2.4667,19.7931,0.0000,20694.8388,1630.2458,439.0554,0.0000,0.0000,0.0000
2.4833,19.7931,0.0000,20692.4227,1630.0074,439.0559,0.0000,0.0000,0.0000
2.5000,19.7931,0.0000,20690.0562,1629.7739,439.0565,0.0000,0.0000,0.0000
2.5167,19.7931,0.0000,20687.7382,1629.5452,439.0570,0.0000,0.0000,0.0000
2.5333,19.7931,0.0000,20685.4673,1629.3211,439.0575,0.0000,0.0000,0.0000
2.5500,19.7932,0.0000,20683.2423,1629.1015,439.0580,0.0000,0.0000,0.0000
2.5667,19.7932,0.0000,20681.0623,1628.8863,439.0585,0.0000,0.0000,0.0000
2.5833,19.7932,0.0000,20678.9260,1628.6755,439.0589,0.0000,0.0000,0.0000
2.6000,19.7932,0.0000,20676.8324,1628.4688,439.0594,0.0000,0.0000,0.0000
2.6167,19.7933,0.0000,20674.7805,1628.2662,439.0599,0.0000,0.0000,0.0000
2.6333,19.7933,0.0000,20672.7692,1628.0677,439.0603,0.0000,0.0000,0.0000
2.6500,19.7933,0.0000,20670.7976,1627.8730,439.0607,0.0000,0.0000,0.0000
2.6667,19.7933,0.0000,20668.8648,1627.6822,439.0612,0.0000,0.0000,0.0000
2.6833,19.7933,0.0000,20666.9698,1627.4951,439.0616,0.0000,0.0000,0.0000
2.7000,19.7933,0.0000,20665.1118,1627.3116,439.0620,0.0000,0.0000,0.0000
2.7167,19.7934,0.0000,20663.2898,1627.1317,439.0624,0.0000,0.0000,0.0000
2.7333,19.7934,0.0000,20661.5032,1626.9552,439.0628,0.0000,0.0000,0.0000
2.7500,19.7934,0.0000,20659.7510,1626.7822,439.0632,0.0000,0.0000,0.0000
2.7667,19.7934,0.0000,20658.0325,1626.6124,439.0636,0.0000,0.0000,0.0000
2.7833,19.7934,0.0000,20656.3470,1626.4459,439.0639,0.0000,0.0000,0.0000
2.8000,19.7935,0.0000,20654.6937,1626.2826,439.0643,0.0000,0.0000,0.0000
2.8167,19.7935,0.0000,20653.0719,1626.1224,439.0647,0.0000,0.0000,0.0000
2.8333,19.7935,0.0000,20651.4809,1625.9653,439.0650,0.0000,0.0000,0.0000
2.8500,19.7935,0.0000,20649.9200,1625.8111,439.0654,0.0000,0.0000,0.0000
2.8667,19.7935,0.0000,20648.3886,1625.6598,439.0657,0.0000,0.0000,0.0000
2.8833,19.7935,0.0000,20646.8861,1625.5113,439.0660,0.0000,0.0000,0.0000
2.9000,19.7935,0.0000,20645.4118,1625.3656,439.0664,0.0000,0.0000,0.0000
2.9167,19.7936,0.0000,20643.9651,1625.2227,439.0667,0.0000,0.0000,0.0000
2.9333,19.7936,0.0000,20642.5456,1625.0824,439.0670,0.0000,0.0000,0.0000
2.9500,19.7936,0.0000,20641.1525,1624.9448,439.0673,0.0000,0.0000,0.0000
2.9667,19.7936,0.0000,20639.7854,1624.8097,439.0676,0.0000,0.0000,0.0000
2.9833,19.7936,0.0000,20638.4437,1624.6771,439.0679,0.0000,0.0000,0.0000
3.0000,19.7936,0.0000,20637.1269,1624.5470,439.0682,0.0000,0.0000,0.0000
3.0167,19.7936,0.0000,20635.2769,1624.3821,439.0686,0.0000,0.0000,0.0000
3.0333,19.7937,0.0000,20633.5930,1624.2200,439.0690,0.0000,0.0000,0.0000
3.0500,19.7937,0.0000,20631.9733,1624.0602,439.0694,0.0000,0.0000,0.0000
3.0667,19.7937,0.0000,20630.3855,1623.9024,439.0697,0.0000,0.0000,0.0000
3.0833,19.7937,0.0000,20628.8164,1623.7459,439.0701,0.0000,0.0000,0.0000
3.1000,19.7937,0.0000,20627.2590,1623.5903,439.0704,0.0000,0.0000,0.0000
3.1167,19.7937,0.0000,20625.7092,1623.4353,439.0707,0.0000,0.0000,0.0000
3.1333,19.7938,0.0000,20624.1641,1623.2806,439.0711,0.0000,0.0000,0.0000
3.1500,19.7938,0.0000,20622.6221,1623.1262,439.0714,0.0000,0.0000,0.0000
3.1667,19.7938,0.0000,20621.0826,1622.9720,439.0718,0.0000,0.0000,0.0000
3.1833,19.7938,0.0000,20619.5457,1622.8181,439.0721,0.0000,0.0000,0.0000
3.2000,19.7938,0.0000,20618.0116,1622.6645,439.0725,0.0000,0.0000,0.0000
3.2167,19.7938,0.0000,20616.9549,1622.5456,439.0727,0.0000,0.0000,0.0000
3.2333,19.7938,0.0000,20615.8306,1622.4274,439.0729,0.0000,0.0000,0.0000
3.2500,19.7939,0.0000,20614.6790,1622.3097,439.0732,0.0000,0.0000,0.0000
3.2667,19.7939,0.0000,20613.5180,1622.1926,439.0734,0.0000,0.0000,0.0000
3.2833,19.7939,0.0000,20612.3556,1622.0759,439.0737,0.0000,0.0000,0.0000
3.3000,19.7939,0.0000,20611.1957,1621.9598,439.0740,0.0000,0.0000,0.0000
3.3167,19.7939,0.0000,20610.0403,1621.8443,439.0742,0.0000,0.0000,0.0000
3.3333,19.7939,0.0000,20608.8904,1621.7295,439.0745,0.0000,0.0000,0.0000
3.3500,19.7939,0.0000,20607.7469,1621.6154,439.0747,0.0000,0.0000,0.0000
3.3667,19.7939,0.0000,20606.6103,1621.5020,439.0750,0.0000,0.0000,0.0000
3.3833,19.7939,0.0000,20605.4811,1621.3893,439.0752,0.0000,0.0000,0.0000
3.4000,19.7940,0.0000,20604.3599,1621.2776,439.0755,0.0000,0.0000,0.0000
3.4167,19.7940,0.0000,20603.2470,1621.1666,439.0757,0.0000,0.0000,0.0000
3.4333,19.7940,0.0000,20602.1429,1621.0566,439.0760,0.0000,0.0000,0.0000
3.4500,19.7940,0.0000,20601.0479,1620.9476,439.0762,0.0000,0.0000,0.0000
3.4667,19.7940,0.0000,20599.9624,1620.8395,439.0765,0.0000,0.0000,0.0000
3.4833,19.7940,0.0000,20598.8868,1620.7324,439.0767,0.0000,0.0000,0.0000
3.5000,19.7940,0.0000,20597.8213,1620.6264,439.0769,0.0000,0.0000,0.0000
3.5167,19.7940,0.0000,20596.7663,1620.5214,439.0772,0.0000,0.0000,0.0000
3.5333,19.7940,0.0000,20595.7220,1620.4175,439.0774,0.0000,0.0000,0.0000
3.5500,19.7941,0.0000,20594.6887,1620.3148,439.0776,0.0000,0.0000,0.0000
3.5667,19.7941,0.0000,20593.6666,1620.2132,439.0779,0.0000,0.0000,0.0000
3.5833,19.7941,0.0000,20592.6559,1620.1127,439.0781,0.0000,0.0000,0.0000
3.6000,19.7941,0.0000,20591.6569,1620.0135,439.0783,0.0000,0.0000,0.0000
3.6167,19.7941,0.0000,20590.6696,1619.9154,439.0785,0.0000,0.0000,0.0000
3.6333,19.7941,0.0000,20589.6944,1619.8185,439.0787,0.0000,0.0000,0.0000
3.6500,19.7941,0.0000,20588.7312,1619.7229,439.0789,0.0000,0.0000,0.0000
3.6667,19.7941,0.0000,20587.7804,1619.6285,439.0792,0.0000,0.0000,0.0000
3.6833,19.7941,0.0000,20586.8419,1619.5354,439.0794,0.0000,0.0000,0.0000
3.7000,19.7941,0.0000,20585.9158,1619.4435,439.0796,0.0000,0.0000,0.0000
3.7167,19.7941,0.0000,20585.0024,1619.3529,439.0798,0.0000,0.0000,0.0000
3.7333,19.7942,0.0000,20584.1015,1619.2635,439.0800,0.0000,0.0000,0.0000
3.7500,19.7942,0.0000,20583.2135,1619.1754,439.0802,0.0000,0.0000,0.0000
3.7667,19.7942,0.0000,20582.3381,1619.0887,439.0804,0.0000,0.0000,0.0000
3.7833,19.7942,0.0000,20581.4756,1619.0032,439.0806,0.0000,0.0000,0.0000
3.8000,19.7942,0.0000,20580.6259,1618.9190,439.0807,0.0000,0.0000,0.0000
3.8167,19.7942,0.0000,20579.7891,1618.8360,439.0809,0.0000,0.0000,0.0000
3.8333,19.7942,0.0000,20578.9652,1618.7544,439.0811,0.0000,0.0000,0.0000
3.8500,19.7942,0.0000,20578.1542,1618.6741,439.0813,0.0000,0.0000,0.0000
3.8667,19.7942,0.0000,20577.3561,1618.5951,439.0815,0.0000,0.0000,0.0000
3.8833,19.7942,0.0000,20576.5708,1618.5173,439.0816,0.0000,0.0000,0.0000
3.9000,19.7942,0.0000,20575.7984,1618.4408,439.0818,0.0000,0.0000,0.0000
3.9167,19.7942,0.0000,20575.0388,1618.3657,439.0820,0.0000,0.0000,0.0000
3.9333,19.7943,0.0000,20574.2921,1618.2918,439.0821,0.0000,0.0000,0.0000
3.9500,19.7943,0.0000,20573.5581,1618.2192,439.0823,0.0000,0.0000,0.0000
3.9667,19.7943,0.0000,20572.8368,1618.1478,439.0825,0.0000,0.0000,0.0000
3.9833,19.7943,0.0000,20572.1282,1618.0777,439.0826,0.0000,0.0000,0.0000
4.0000,19.7943,0.0000,20571.4322,1618.0089,439.0828,0.0000,0.0000,0.0000
4.0167,19.7943,0.0000,20570.7487,1617.9413,439.0829,0.0000,0.0000,0.0000
4.0333,19.7943,0.0000,20570.0777,1617.8750,439.0831,0.0000,0.0000,0.0000
4.0500,19.7943,0.0000,20569.4192,1617.8099,439.0832,0.0000,0.0000,0.0000
4.0667,19.7943,0.0000,20568.7729,1617.7461,439.0834,0.0000,0.0000,0.0000
4.0833,19.7943,0.0000,20568.1389,1617.6834,439.0835,0.0000,0.0000,0.0000
4.1000,19.7943,0.0000,20567.5170,1617.6220,439.0837,0.0000,0.0000,0.0000
4.1167,19.7943,0.0000,20566.9070,1617.5618,439.0838,0.0000,0.0000,0.0000
4.1333,19.7943,0.0000,20566.3090,1617.5027,439.0839,0.0000,0.0000,0.0000
4.1500,19.7943,0.0000,20565.7228,1617.4448,439.0840,0.0000,0.0000,0.0000
4.1667,19.7943,0.0000,20565.1481,1617.3881,439.0842,0.0000,0.0000,0.0000
4.1833,19.7944,0.0000,20564.5850,1617.3325,439.0843,0.0000,0.0000,0.0000
4.2000,19.7944,0.0000,20564.0333,1617.2781,439.0844,0.0000,0.0000,0.0000
4.2167,19.7944,0.0000,20563.4929,1617.2247,439.0845,0.0000,0.0000,0.0000
4.2333,19.7944,0.0000,20562.9636,1617.1725,439.0847,0.0000,0.0000,0.0000
4.2500,19.7944,0.0000,20562.4452,1617.1214,439.0848,0.0000,0.0000,0.0000
4.2667,19.7944,0.0000,20561.9378,1617.0713,439.0849,0.0000,0.0000,0.0000
4.2833,19.7944,0.0000,20561.4410,1617.0223,439.0850,0.0000,0.0000,0.0000
4.3000,19.7944,0.0000,20560.9549,1616.9744,439.0851,0.0000,0.0000,0.0000
4.3167,19.7944,0.0000,20560.4791,1616.9275,439.0852,0.0000,0.0000,0.0000
4.3333,19.7944,0.0000,20560.0137,1616.8816,439.0853,0.0000,0.0000,0.0000
4.3500,19.7944,0.0000,20559.5585,1616.8367,439.0854,0.0000,0.0000,0.0000
4.3667,19.7944,0.0000,20559.1134,1616.7929,439.0855,0.0000,0.0000,0.0000
4.3833,19.7944,0.0000,20558.6782,1616.7500,439.0856,0.0000,0.0000,0.0000
4.4000,19.7944,0.0000,20558.2527,1616.7081,439.0857,0.0000,0.0000,0.0000
4.4167,19.7944,0.0000,20557.8370,1616.6671,439.0858,0.0000,0.0000,0.0000
4.4333,19.7944,0.0000,20557.4307,1616.6271,439.0859,0.0000,0.0000,0.0000
4.4500,19.7944,0.0000,20557.0339,1616.5880,439.0860,0.0000,0.0000,0.0000
4.4667,19.7944,0.0000,20556.6464,1616.5499,439.0861,0.0000,0.0000,0.0000
4.4833,19.7944,0.0000,20556.2680,1616.5126,439.0861,0.0000,0.0000,0.0000
4.5000,19.7944,0.0000,20555.8986,1616.4763,439.0862,0.0000,0.0000,0.0000
4.5167,19.7944,0.0000,20555.5381,1616.4408,439.0863,0.0000,0.0000,0.0000
4.5333,19.7944,0.0000,20555.1865,1616.4062,439.0864,0.0000,0.0000,0.0000
4.5500,19.7945,0.0000,20554.8434,1616.3725,439.0865,0.0000,0.0000,0.0000
4.5667,19.7945,0.0000,20554.5090,1616.3396,439.0865,0.0000,0.0000,0.0000
4.5833,19.7945,0.0000,20554.1829,1616.3075,439.0866,0.0000,0.0000,0.0000
4.6000,19.7945,0.0000,20553.8652,1616.2763,439.0867,0.0000,0.0000,0.0000
4.6167,19.7945,0.0000,20553.5557,1616.2459,439.0867,0.0000,0.0000,0.0000
4.6333,19.7945,0.0000,20553.2542,1616.2163,439.0868,0.0000,0.0000,0.0000
4.6500,19.7945,0.0000,20552.9607,1616.1874,439.0869,0.0000,0.0000,0.0000
4.6667,19.7945,0.0000,20552.6750,1616.1594,439.0869,0.0000,0.0000,0.0000
4.6833,19.7945,0.0000,20552.3971,1616.1321,439.0870,0.0000,0.0000,0.0000
4.7000,19.7945,0.0000,20552.1269,1616.1056,439.0871,0.0000,0.0000,0.0000
4.7167,19.7945,0.0000,20551.8641,1616.0798,439.0871,0.0000,0.0000,0.0000
4.7333,19.7945,0.0000,20551.6087,1616.0548,439.0872,0.0000,0.0000,0.0000
4.7500,19.7945,0.0000,20551.2139,1616.0215,439.0873,0.0000,0.0000,0.0000
4.7667,19.7945,0.0000,20550.8812,1615.9901,439.0873,0.0000,0.0000,0.0000
4.7833,19.7945,0.0000,20550.6151,1615.9629,439.0874,0.0000,0.0000,0.0000
4.8000,19.7945,0.0000,20550.3648,1615.9386,439.0875,0.0000,0.0000,0.0000
4.8167,19.7945,0.0000,20550.1407,1615.9172,439.0875,0.0000,0.0000,0.0000
4.8333,19.7945,0.0000,20549.9470,1615.8991,439.0875,0.0000,0.0000,0.0000
4.8500,19.7945,0.0000,20549.7855,1615.8842,439.0876,0.0000,0.0000,0.0000
4.8667,19.7945,0.0000,20549.6565,1615.8727,439.0876,0.0000,0.0000,0.0000
4.8833,19.7945,0.0000,20549.5592,1615.8642,439.0876,0.0000,0.0000,0.0000
