Time (hrs),Zone Temp (C),Outside Temp (C),HVAC Power (W),Fabric Loss (W),Air Exchange Loss (W),Solar Gains (W),Internal Gains (W),Window State (0-1)
0.4500,14.9954,4.7645,86.5906,51.4542,3.8218,0.0000,0.0000,0.0000
0.4667,14.9966,4.7520,88.1621,52.3163,3.8285,0.0000,0.0000,0.0000
0.4833,14.9978,4.7395,88.9775,53.1776,3.8353,0.0000,0.0000,0.0000
0.5000,14.9990,4.7270,89.0668,54.0276,3.8421,0.0000,0.0000,0.0000
0.5167,15.0001,4.7145,88.4744,54.8571,3.8489,0.0000,0.0000,0.0000
0.5333,14.9979,4.7020,0.0000,54.4227,3.8544,0.0000,0.0000,0.0000
0.5500,14.9959,4.6895,3.3147,54.0428,3.8596,0.0000,0.0000,0.0000
0.5667,14.9940,4.6770,7.8773,53.7340,3.8650,0.0000,0.0000,0.0000
0.5833,14.9923,4.6645,13.3889,53.5084,3.8705,0.0000,0.0000,0.0000
0.6000,14.9909,4.6520,19.6861,53.3756,3.8760,0.0000,0.0000,0.0000
0.6167,14.9897,4.6395,26.5960,53.3427,3.8817,0.0000,0.0000,0.0000
0.6333,14.9888,4.6270,33.9410,53.4142,3.8875,0.0000,0.0000,0.0000
0.6500,14.9882,4.6145,41.5429,53.5921,3.8935,0.0000,0.0000,0.0000
0.6667,14.9879,4.6020,49.2269,53.8761,3.8996,0.0000,0.0000,0.0000
0.6833,14.9878,4.5895,56.8253,54.2632,3.9058,0.0000,0.0000,0.0000
0.7000,14.9880,4.5770,64.1811,54.7487,3.9122,0.0000,0.0000,0.0000
0.7167,14.9885,4.5645,71.1507,55.3256,3.9186,0.0000,0.0000,0.0000
0.7333,14.9892,4.5520,77.6068,55.9855,3.9252,0.0000,0.0000,0.0000
0.7500,14.9900,4.5395,83.4399,56.7184,3.9319,0.0000,0.0000,0.0000
0.7667,14.9911,4.5270,88.5605,57.5132,3.9386,0.0000,0.0000,0.0000
0.7833,14.9922,4.5145,92.8995,58.3580,3.9455,0.0000,0.0000,0.0000
0.8000,14.9935,4.5020,96.4090,59.2405,3.9523,0.0000,0.0000,0.0000
0.8167,14.9948,4.4895,99.0622,60.1479,3.9593,0.0000,0.0000,0.0000
0.8333,14.9962,4.4770,100.8530,61.0676,3.9662,0.0000,0.0000,0.0000
0.8500,14.9975,4.4645,101.7949,61.9875,3.9731,0.0000,0.0000,0.0000
0.8667,14.9989,4.4520,101.9198,62.8959,3.9801,0.0000,0.0000,0.0000
0.8833,15.0001,4.4395,101.2763,63.7820,3.9870,0.0000,0.0000,0.0000
0.9000,14.9976,4.4270,0.0000,63.2066,3.9925,0.0000,0.0000,0.0000
0.9167,14.9952,4.4145,3.8831,62.6971,3.9977,0.0000,0.0000,0.0000
0.9333,14.9930,4.4020,9.1587,62.2719,4.0030,0.0000,0.0000,0.0000
0.9500,14.9911,4.3895,15.5204,61.9450,4.0084,0.0000,0.0000,0.0000
0.9667,14.9895,4.3770,22.7784,61.7273,4.0139,0.0000,0.0000,0.0000
0.9833,14.9881,4.3645,30.7323,61.6270,4.0196,0.0000,0.0000,0.0000
1.0000,14.9871,4.3520,39.1769,61.6491,4.0255,0.0000,0.0000,0.0000
1.0167,14.9865,4.3470,47.9062,61.7290,4.0427,0.0000,0.0000,0.0000
1.0333,14.9861,4.3420,56.7153,61.9334,4.0601,0.0000,0.0000,0.0000
1.0500,14.9861,4.3370,65.4101,62.2589,4.0778,0.0000,0.0000,0.0000
1.0667,14.9863,4.3320,73.8092,62.6994,4.0957,0.0000,0.0000,0.0000
1.0833,14.9869,4.3270,81.7472,63.2466,4.1139,0.0000,0.0000,0.0000
1.1000,14.9877,4.3220,89.0776,63.8905,4.1323,0.0000,0.0000,0.0000
1.1167,14.9887,4.3170,95.6752,64.6191,4.1508,0.0000,0.0000,0.0000
1.1333,14.9899,4.3120,101.4376,65.4194,4.1696,0.0000,0.0000,0.0000
1.1500,14.9913,4.3070,106.2867,66.2773,4.1885,0.0000,0.0000,0.0000
1.1667,14.9927,4.3020,110.1688,67.1782,4.2076,0.0000,0.0000,0.0000
1.1833,14.9943,4.2970,113.0547,68.1072,4.2268,0.0000,0.0000,0.0000
1.2000,14.9959,4.2920,114.9392,69.0496,4.2462,0.0000,0.0000,0.0000
1.2167,14.9974,4.2870,115.8398,69.9910,4.2656,0.0000,0.0000,0.0000
1.2333,14.9990,4.2820,115.7953,70.9179,4.2851,0.0000,0.0000,0.0000
1.2500,15.0005,4.2770,114.8635,71.8178,4.3047,0.0000,0.0000,0.0000
1.2667,14.9976,4.2720,0.0000,71.0451,4.3226,0.0000,0.0000,0.0000
1.2833,14.9949,4.2670,3.8547,70.3416,4.3403,0.0000,0.0000,0.0000
1.3000,14.9924,4.2620,9.6069,69.7332,4.3582,0.0000,0.0000,0.0000
1.3167,14.9903,4.2570,16.5886,69.2358,4.3763,0.0000,0.0000,0.0000
1.3333,14.9884,4.2520,24.5872,68.8619,4.3947,0.0000,0.0000,0.0000
1.3500,14.9869,4.2470,33.3783,68.6209,4.4133,0.0000,0.0000,0.0000
1.3667,14.9858,4.2420,42.7314,68.5185,4.4322,0.0000,0.0000,0.0000
1.3833,14.9850,4.2370,52.4153,68.5574,4.4513,0.0000,0.0000,0.0000
1.4000,14.9846,4.2320,62.2034,68.7368,4.4707,0.0000,0.0000,0.0000
1.4167,14.9845,4.2270,71.8786,69.0528,4.4903,0.0000,0.0000,0.0000
1.4333,14.9848,4.2220,81.2373,69.4990,4.5102,0.0000,0.0000,0.0000
1.4500,14.9854,4.2170,90.0939,70.0661,4.5304,0.0000,0.0000,0.0000
1.4667,14.9862,4.2120,98.2835,70.7428,4.5507,0.0000,0.0000,0.0000
1.4833,14.9874,4.2070,105.6649,71.5159,4.5713,0.0000,0.0000,0.0000
1.5000,14.9887,4.2020,112.1222,72.3706,4.5921,0.0000,0.0000,0.0000
1.5167,14.9902,4.1970,117.5664,73.2913,4.6131,0.0000,0.0000,0.0000
1.5333,14.9918,4.1920,121.9359,74.2614,4.6342,0.0000,0.0000,0.0000
1.5500,14.9936,4.1870,125.1964,75.2643,4.6554,0.0000,0.0000,0.0000
1.5667,14.9953,4.1820,127.3404,76.2833,4.6768,0.0000,0.0000,0.0000
1.5833,14.9971,4.1770,128.3856,77.3023,4.6982,0.0000,0.0000,0.0000
1.6000,14.9988,4.1720,128.3737,78.3060,4.7197,0.0000,0.0000,0.0000
1.6167,15.0005,4.1670,127.3679,79.2801,4.7413,0.0000,0.0000,0.0000
1.6333,14.9973,4.1620,0.0000,78.3834,4.7608,0.0000,0.0000,0.0000
1.6500,14.9943,4.1570,4.3319,77.5657,4.7801,0.0000,0.0000,0.0000
1.6667,14.9916,4.1520,10.6999,76.8549,4.7997,0.0000,0.0000,0.0000
1.6833,14.9892,4.1470,18.4176,76.2684,4.8195,0.0000,0.0000,0.0000
1.7000,14.9872,4.1420,27.2497,75.8203,4.8395,0.0000,0.0000,0.0000
1.7167,14.9856,4.1370,36.9479,75.5206,4.8598,0.0000,0.0000,0.0000
1.7333,14.9843,4.1320,47.2575,75.3756,4.8804,0.0000,0.0000,0.0000
1.7500,14.9835,4.1270,57.9235,75.3881,4.9012,0.0000,0.0000,0.0000
1.7667,14.9830,4.1220,68.6958,75.5570,4.9224,0.0000,0.0000,0.0000
1.7833,14.9830,4.1170,79.3352,75.8780,4.9438,0.0000,0.0000,0.0000
1.8000,14.9833,4.1120,89.6177,76.3436,4.9655,0.0000,0.0000,0.0000
1.8167,14.9839,4.1070,99.3392,76.9434,4.9874,0.0000,0.0000,0.0000
1.8333,14.9849,4.1020,108.3186,77.6648,5.0096,0.0000,0.0000,0.0000
1.8500,14.9862,4.0970,116.4010,78.4928,5.0320,0.0000,0.0000,0.0000
1.8667,14.9876,4.0920,123.4597,79.4112,5.0546,0.0000,0.0000,0.0000
1.8833,14.9893,4.0870,129.3976,80.4022,5.0774,0.0000,0.0000,0.0000
1.9000,14.9911,4.0820,134.1478,81.4476,5.1004,0.0000,0.0000,0.0000
1.9167,14.9930,4.0770,137.6735,82.5287,5.1234,0.0000,0.0000,0.0000
1.9333,14.9950,4.0720,139.9674,83.6271,5.1466,0.0000,0.0000,0.0000
1.9500,14.9969,4.0670,141.0503,84.7248,5.1699,0.0000,0.0000,0.0000
1.9667,14.9988,4.0620,140.9690,85.8048,5.1932,0.0000,0.0000,0.0000
1.9833,15.0006,4.0570,139.7941,86.8514,5.2166,0.0000,0.0000,0.0000
2.0000,14.9971,4.0520,0.0000,85.8280,5.2375,0.0000,0.0000,0.0000
2.0167,14.9939,4.0362,4.5644,84.9861,5.2504,0.0000,0.0000,0.0000
2.0333,14.9909,4.0203,11.4850,84.2609,5.2636,0.0000,0.0000,0.0000
2.0500,14.9883,4.0045,19.8951,83.6718,5.2769,0.0000,0.0000,0.0000
2.0667,14.9861,3.9887,29.5383,83.2344,5.2905,0.0000,0.0000,0.0000
2.0833,14.9842,3.9728,40.1442,82.9601,5.3043,0.0000,0.0000,0.0000
2.1000,14.9828,3.9570,51.4346,82.8561,5.3184,0.0000,0.0000,0.0000
2.1167,14.9819,3.9412,63.1307,82.9254,5.3327,0.0000,0.0000,0.0000
2.1333,14.9814,3.9253,74.9588,83.1673,5.3473,0.0000,0.0000,0.0000
2.1500,14.9813,3.9095,86.6568,83.5771,5.3621,0.0000,0.0000,0.0000
2.1667,14.9816,3.8937,97.9790,84.1466,5.3772,0.0000,0.0000,0.0000
2.1833,14.9823,3.8778,108.7011,84.8647,5.3925,0.0000,0.0000,0.0000
2.2000,14.9833,3.8620,118.6237,85.7174,5.4081,0.0000,0.0000,0.0000
2.2167,14.9847,3.8462,127.5760,86.6886,5.4238,0.0000,0.0000,0.0000
2.2333,14.9863,3.8303,135.4177,87.7603,5.4397,0.0000,0.0000,0.0000
2.2500,14.9881,3.8145,142.0410,88.9130,5.4557,0.0000,0.0000,0.0000
2.2667,14.9901,3.7987,147.3708,90.1268,5.4719,0.0000,0.0000,0.0000
2.2833,14.9921,3.7828,151.3652,91.3811,5.4881,0.0000,0.0000,0.0000
2.3000,14.9943,3.7670,154.0143,92.6554,5.5044,0.0000,0.0000,0.0000
2.3167,14.9964,3.7512,155.3391,93.9302,5.5207,0.0000,0.0000,0.0000
2.3333,14.9985,3.7353,155.3891,95.1865,5.5370,0.0000,0.0000,0.0000
2.3500,15.0004,3.7195,154.2400,96.4069,5.5533,0.0000,0.0000,0.0000
2.3667,14.9966,3.7037,0.0000,95.3252,5.5668,0.0000,0.0000,0.0000
2.3833,14.9930,3.6878,5.4291,94.3436,5.5800,0.0000,0.0000,0.0000
2.4000,14.9898,3.6720,13.2103,93.4948,5.5934,0.0000,0.0000,0.0000
2.4167,14.9869,3.6562,22.6222,92.8001,5.6071,0.0000,0.0000,0.0000
2.4333,14.9844,3.6403,33.3786,92.2765,5.6210,0.0000,0.0000,0.0000
2.4500,14.9824,3.6245,45.1782,91.9363,5.6352,0.0000,0.0000,0.0000
2.4667,14.9809,3.6087,57.7120,91.7871,5.6497,0.0000,0.0000,0.0000
2.4833,14.9799,3.5928,70.6704,91.8319,5.6645,0.0000,0.0000,0.0000
2.5000,14.9794,3.5770,83.7508,92.0694,5.6796,0.0000,0.0000,0.0000
2.5167,14.9793,3.5612,96.6635,92.4941,5.6949,0.0000,0.0000,0.0000
2.5333,14.9797,3.5453,109.1375,93.0964,5.7105,0.0000,0.0000,0.0000
2.5500,14.9805,3.5295,120.9262,93.8637,5.7264,0.0000,0.0000,0.0000
2.5667,14.9817,3.5137,131.8108,94.7800,5.7426,0.0000,0.0000,0.0000
2.5833,14.9832,3.4978,141.6047,95.8272,5.7589,0.0000,0.0000,0.0000
2.6000,14.9850,3.4820,150.1551,96.9848,5.7754,0.0000,0.0000,0.0000
2.6167,14.9870,3.4662,157.3454,98.2312,5.7921,0.0000,0.0000,0.0000
2.6333,14.9892,3.4503,163.0955,99.5438,5.8089,0.0000,0.0000,0.0000
2.6500,14.9915,3.4345,167.3620,100.8997,5.8258,0.0000,0.0000,0.0000
2.6667,14.9939,3.4187,170.1368,102.2762,5.8428,0.0000,0.0000,0.0000
2.6833,14.9962,3.4028,171.4458,103.6512,5.8597,0.0000,0.0000,0.0000
2.7000,14.9985,3.3870,171.3468,105.0039,5.8767,0.0000,0.0000,0.0000
2.7167,15.0007,3.3712,169.9257,106.3149,5.8937,0.0000,0.0000,0.0000
2.7333,14.9965,3.3553,0.0000,105.0717,5.9074,0.0000,0.0000,0.0000
2.7500,14.9926,3.3395,5.5742,103.9345,5.9209,0.0000,0.0000,0.0000
2.7667,14.9889,3.3237,14.0046,102.9435,5.9346,0.0000,0.0000,0.0000
2.7833,14.9858,3.3078,24.2407,102.1224,5.9486,0.0000,0.0000,0.0000
2.8000,14.9830,3.2920,35.9686,101.4903,5.9628,0.0000,0.0000,0.0000
2.8167,14.9808,3.2762,48.8575,101.0608,5.9773,0.0000,0.0000,0.0000
2.8333,14.9792,3.2603,62.5676,100.8427,5.9922,0.0000,0.0000,0.0000
2.8500,14.9780,3.2445,76.7588,100.8395,6.0074,0.0000,0.0000,0.0000
2.8667,14.9774,3.2287,91.0976,101.0498,6.0229,0.0000,0.0000,0.0000
2.8833,14.9773,3.2128,105.2649,101.4676,6.0388,0.0000,0.0000,0.0000
2.9000,14.9777,3.1970,118.9620,102.0827,6.0549,0.0000,0.0000,0.0000
2.9167,14.9786,3.1812,131.9165,102.8809,6.0714,0.0000,0.0000,0.0000
2.9333,14.9799,3.1653,143.8869,103.8449,6.0881,0.0000,0.0000,0.0000
2.9500,14.9815,3.1495,154.6662,104.9545,6.1050,0.0000,0.0000,0.0000
2.9667,14.9835,3.1337,164.0853,106.1873,6.1222,0.0000,0.0000,0.0000
2.9833,14.9857,3.1178,172.0144,107.5193,6.1395,0.0000,0.0000,0.0000
3.0000,14.9881,3.1020,178.3637,108.9255,6.1570,0.0000,0.0000,0.0000
3.0167,14.9907,3.1095,183.0840,110.1746,6.1192,0.0000,0.0000,0.0000
3.0333,14.9933,3.1170,186.1489,111.4512,6.0817,0.0000,0.0000,0.0000
3.0500,14.9959,3.1245,187.5809,112.7303,6.0443,0.0000,0.0000,0.0000
3.0667,14.9984,3.1320,187.4377,113.9885,6.0071,0.0000,0.0000,0.0000
3.0833,15.0009,3.1395,185.8096,115.2038,5.9700,0.0000,0.0000,0.0000
3.1000,14.9964,3.1470,0.0000,113.6112,5.9296,0.0000,0.0000,0.0000
3.1167,14.9921,3.1545,5.8285,112.1355,5.8891,0.0000,0.0000,0.0000
3.1333,14.9882,3.1620,14.8354,110.8219,5.8490,0.0000,0.0000,0.0000
3.1500,14.9848,3.1695,25.7704,109.6959,5.8093,0.0000,0.0000,0.0000
3.1667,14.9819,3.1770,38.2917,108.7775,5.7701,0.0000,0.0000,0.0000
3.1833,14.9796,3.1845,52.0396,108.0813,5.7315,0.0000,0.0000,0.0000
3.2000,14.9778,3.1920,66.6460,107.6162,5.6933,0.0000,0.0000,0.0000
3.2167,14.9766,3.1995,81.7425,107.3856,5.6557,0.0000,0.0000,0.0000
3.2333,14.9760,3.2070,96.9692,107.3875,5.6186,0.0000,0.0000,0.0000
3.2500,14.9759,3.2145,111.9822,107.6148,5.5820,0.0000,0.0000,0.0000
3.2667,14.9764,3.2220,126.4602,108.0560,5.5458,0.0000,0.0000,0.0000
3.2833,14.9774,3.2295,140.1110,108.6954,5.5102,0.0000,0.0000,0.0000
3.3000,14.9789,3.2370,152.6762,109.5137,5.4749,0.0000,0.0000,0.0000
3.3167,14.9807,3.2445,163.9351,110.4886,5.4401,0.0000,0.0000,0.0000
3.3333,14.9828,3.2520,173.7083,111.5957,5.4057,0.0000,0.0000,0.0000
3.3500,14.9860,3.2595,181.8588,113.1873,5.3721,0.0000,0.0000,0.0000
3.3667,14.9893,3.2670,187.1514,114.8510,5.3387,0.0000,0.0000,0.0000
3.3833,14.9927,3.2745,190.2749,116.5431,5.3055,0.0000,0.0000,0.0000
3.4000,14.9960,3.2820,191.2944,118.2222,5.2726,0.0000,0.0000,0.0000
3.4167,14.9992,3.2895,190.3321,119.8500,5.2397,0.0000,0.0000,0.0000
3.4333,15.0023,3.2970,187.5594,121.3922,5.2070,0.0000,0.0000,0.0000
3.4500,14.9961,3.3045,0.0000,119.2301,5.1698,0.0000,0.0000,0.0000
3.4667,14.9904,3.3120,6.2346,117.2419,5.1329,0.0000,0.0000,0.0000
3.4833,14.9853,3.3195,17.7649,115.5258,5.0966,0.0000,0.0000,0.0000
3.5000,14.9809,3.3270,31.6909,114.1214,5.0609,0.0000,0.0000,0.0000
3.5167,14.9782,3.3345,47.4534,113.2845,5.0265,0.0000,0.0000,0.0000
3.5333,14.9762,3.3420,63.1964,112.6997,4.9924,0.0000,0.0000,0.0000
3.5500,14.9747,3.3495,79.5606,112.3719,4.9589,0.0000,0.0000,0.0000
3.5667,14.9739,3.3570,96.1509,112.3001,4.9259,0.0000,0.0000,0.0000
3.5833,14.9738,3.3645,112.5878,112.4779,4.8935,0.0000,0.0000,0.0000
3.6000,14.9742,3.3720,128.5154,112.8936,4.8616,0.0000,0.0000,0.0000
3.6167,14.9751,3.3795,143.6076,113.5307,4.8302,0.0000,0.0000,0.0000
3.6333,14.9766,3.3870,157.5746,114.3690,4.7993,0.0000,0.0000,0.0000
3.6500,14.9785,3.3945,170.1666,115.3846,4.7689,0.0000,0.0000,0.0000
3.6667,14.9808,3.4020,181.1782,116.5511,4.7389,0.0000,0.0000,0.0000
3.6833,14.9833,3.4095,190.4501,117.8399,4.7093,0.0000,0.0000,0.0000
3.7000,14.9861,3.4170,197.8702,119.2214,4.6801,0.0000,0.0000,0.0000
3.7167,14.9891,3.4245,203.3743,120.6652,4.6511,0.0000,0.0000,0.0000
3.7333,14.9922,3.4320,206.9442,122.1411,4.6225,0.0000,0.0000,0.0000
3.7500,14.9952,3.4395,208.6063,123.6199,4.5941,0.0000,0.0000,0.0000
3.7667,14.9982,3.4470,208.4284,125.0736,4.5659,0.0000,0.0000,0.0000
3.7833,15.0011,3.4545,206.5160,126.4764,4.5380,0.0000,0.0000,0.0000
3.8000,14.9962,3.4620,0.0000,124.7166,4.5072,0.0000,0.0000,0.0000
3.8167,14.9915,3.4695,6.1479,123.0832,4.4761,0.0000,0.0000,0.0000
3.8333,14.9874,3.4770,15.8347,121.6270,4.4454,0.0000,0.0000,0.0000
3.8500,14.9837,3.4845,27.6102,120.3759,4.4152,0.0000,0.0000,0.0000
3.8667,14.9805,3.4920,41.1054,119.3520,4.3856,0.0000,0.0000,0.0000
3.8833,14.9780,3.4995,55.9319,118.5713,4.3565,0.0000,0.0000,0.0000
3.9000,14.9761,3.5070,71.6921,118.0436,4.3280,0.0000,0.0000,0.0000
3.9167,14.9748,3.5145,87.9881,117.7724,4.3000,0.0000,0.0000,0.0000
3.9333,14.9741,3.5220,104.4311,117.7558,4.2727,0.0000,0.0000,0.0000
3.9500,14.9740,3.5295,120.6494,117.9861,4.2459,0.0000,0.0000,0.0000
3.9667,14.9745,3.5370,136.2959,118.4505,4.2196,0.0000,0.0000,0.0000
3.9833,14.9756,3.5445,151.0545,119.1320,4.1939,0.0000,0.0000,0.0000
4.0000,14.9771,3.5520,164.6459,120.0094,4.1687,0.0000,0.0000,0.0000
4.0167,14.9791,3.5762,176.8313,120.9103,4.1703,0.0000,0.0000,0.0000
4.0333,14.9814,3.6003,187.4090,121.9577,4.1722,0.0000,0.0000,0.0000
4.0500,14.9840,3.6245,196.2285,123.1226,4.1743,0.0000,0.0000,0.0000
4.0667,14.9869,3.6487,203.1864,124.3751,4.1766,0.0000,0.0000,0.0000
4.0833,14.9899,3.6728,208.2270,125.6847,4.1790,0.0000,0.0000,0.0000
4.1000,14.9929,3.6970,211.3402,127.0212,4.1815,0.0000,0.0000,0.0000
4.1167,14.9959,3.7212,212.5598,128.3554,4.1842,0.0000,0.0000,0.0000
4.1333,14.9989,3.7453,211.9604,129.6597,4.1868,0.0000,0.0000,0.0000
4.1500,15.0017,3.7695,209.6533,130.9085,4.1895,0.0000,0.0000,0.0000
4.1667,14.9967,3.7937,0.0000,128.9297,4.1892,0.0000,0.0000,0.0000
4.1833,14.9919,3.8178,5.3215,127.0685,4.1883,0.0000,0.0000,0.0000
4.2000,14.9875,3.8420,14.9733,125.3881,4.1877,0.0000,0.0000,0.0000
4.2167,14.9837,3.8662,26.8073,123.9182,4.1874,0.0000,0.0000,0.0000
4.2333,14.9804,3.8903,40.4454,122.6820,4.1874,0.0000,0.0000,0.0000
4.2500,14.9777,3.9145,55.4889,121.6967,4.1877,0.0000,0.0000,0.0000
4.2667,14.9757,3.9387,71.5287,120.9729,4.1884,0.0000,0.0000,0.0000
4.2833,14.9743,3.9628,88.1546,120.5150,4.1894,0.0000,0.0000,0.0000
4.3000,14.9736,3.9870,104.9653,120.3211,4.1909,0.0000,0.0000,0.0000
4.3167,14.9734,4.0112,121.5760,120.3839,4.1926,0.0000,0.0000,0.0000
4.3333,14.9739,4.0353,137.6271,120.6906,4.1948,0.0000,0.0000,0.0000
4.3500,14.9750,4.0595,152.7902,121.2237,4.1972,0.0000,0.0000,0.0000
4.3667,14.9765,4.0837,166.7743,121.9617,4.2000,0.0000,0.0000,0.0000
4.3833,14.9785,4.1078,179.3301,122.8797,4.2030,0.0000,0.0000,0.0000
4.4000,14.9808,4.1320,190.2534,123.9500,4.2062,0.0000,0.0000,0.0000
4.4167,14.9835,4.1562,199.3877,125.1428,4.2096,0.0000,0.0000,0.0000
4.4333,14.9864,4.1803,206.6244,126.4275,4.2132,0.0000,0.0000,0.0000
4.4500,14.9894,4.2045,211.9038,127.7726,4.2170,0.0000,0.0000,0.0000
4.4667,14.9925,4.2287,215.2127,129.1473,4.2208,0.0000,0.0000,0.0000
4.4833,14.9956,4.2528,216.5833,130.5212,4.2246,0.0000,0.0000,0.0000
4.5000,14.9987,4.2770,216.0892,131.8659,4.2285,0.0000,0.0000,0.0000
4.5167,15.0016,4.3012,213.8422,133.1551,4.2323,0.0000,0.0000,0.0000
4.5333,14.9964,4.3253,0.0000,131.1333,4.2330,0.0000,0.0000,0.0000
4.5500,14.9916,4.3495,5.6934,129.2361,4.2332,0.0000,0.0000,0.0000
4.5667,14.9872,4.3737,15.5964,127.5253,4.2336,0.0000,0.0000,0.0000
4.5833,14.9833,4.3978,27.7066,126.0309,4.2343,0.0000,0.0000,0.0000
4.6000,14.9800,4.4220,41.6382,124.7765,4.2353,0.0000,0.0000,0.0000
4.6167,14.9773,4.4462,56.9851,123.7793,4.2366,0.0000,0.0000,0.0000
4.6333,14.9752,4.4703,73.3307,123.0500,4.2382,0.0000,0.0000,0.0000
4.6500,14.9738,4.4945,90.2582,122.5928,4.2402,0.0000,0.0000,0.0000
4.6667,14.9731,4.5187,107.3595,122.4057,4.2425,0.0000,0.0000,0.0000
4.6833,14.9730,4.5428,124.2443,122.4807,4.2452,0.0000,0.0000,0.0000
4.7000,14.9735,4.5670,140.5477,122.8047,4.2482,0.0000,0.0000,0.0000
4.7167,14.9746,4.5912,155.9372,123.3596,4.2515,0.0000,0.0000,0.0000
4.7333,14.9762,4.6153,170.1180,124.1233,4.2550,0.0000,0.0000,0.0000
4.7500,14.9782,4.6395,182.8384,125.0699,4.2588,0.0000,0.0000,0.0000
4.7667,14.9806,4.6637,193.8925,126.1712,4.2629,0.0000,0.0000,0.0000
4.7833,14.9833,4.6878,203.1227,127.3968,4.2670,0.0000,0.0000,0.0000
4.8000,14.9863,4.7120,210.4206,128.7150,4.2714,0.0000,0.0000,0.0000
4.8167,14.9893,4.7362,215.7270,130.0938,4.2758,0.0000,0.0000,0.0000
4.8333,14.9925,4.7603,219.0305,131.5016,4.2803,0.0000,0.0000,0.0000
4.8500,14.9957,4.7845,220.3650,132.9076,4.2848,0.0000,0.0000,0.0000
4.8667,14.9988,4.8087,219.8072,134.2826,4.2893,0.0000,0.0000,0.0000
4.8833,15.0017,4.8328,217.4717,135.5998,4.2937,0.0000,0.0000,0.0000
4.9000,14.9965,4.8570,0.0000,133.5313,4.2947,0.0000,0.0000,0.0000
4.9167,14.9915,4.8812,5.6643,131.5885,4.2953,0.0000,0.0000,0.0000
4.9333,14.9870,4.9053,15.7049,129.8360,4.2960,0.0000,0.0000,0.0000
4.9500,14.9830,4.9295,27.9975,128.3046,4.2971,0.0000,0.0000,0.0000
4.9667,14.9796,4.9537,42.1499,127.0185,4.2984,0.0000,0.0000,0.0000
4.9833,14.9769,4.9778,57.7487,125.9956,4.3001,0.0000,0.0000,0.0000
5.0000,14.9748,5.0020,74.3704,125.2467,4.3020,0.0000,0.0000,0.0000
5.0167,14.9734,5.0003,91.5905,125.0051,4.3057,0.0000,0.0000,0.0000
5.0333,14.9726,4.9987,109.0077,125.0366,4.3097,0.0000,0.0000,0.0000
5.0500,14.9725,4.9970,126.2287,125.3335,4.3141,0.0000,0.0000,0.0000
5.0667,14.9729,4.9953,142.8855,125.8827,4.3187,0.0000,0.0000,0.0000
5.0833,14.9740,4.9937,158.6419,126.6663,4.3237,0.0000,0.0000,0.0000
5.1000,14.9756,4.9920,173.1999,127.6620,4.3288,0.0000,0.0000,0.0000
